created_at,Komentar,Sentiment,Score,month_year
2023-08-19 01:24:02+00:00,jadi transaksi qris sekarang pajaknya dibebankan yg tf ya,neutral,9.927.345.514.297.480,2023-08
2023-08-19 02:04:03+00:00,terutama anak-anak muda seringkali menggunakan gadget dimanapun dan kapanpun.  Harapan adanya kegiatan ini ialah agar dapat membantu kita untuk lebih mengenal lebih dekat lagi mengenai transaksi secara online. Pendaftaran User QRIS baru ini nantinya akan membantu kita melakukan,positive,5.848.493.576.049.800,2023-08
2023-08-19 02:35:26+00:00,"@bebyalpaca a. QRIS Statis: setiap hari, 3 x per hari pada pukul 08:00, 16:00, dan 20:00 WIB. Transaksi yang dilakukan di atas pukul 20:00 WIB akan masuk ke pencairan hari berikutnya. (2)",neutral,9.899.985.194.206.230,2023-08
2023-08-19 02:35:50+00:00,"@bebyalpaca b. QRIS Dinamis: setiap hari, 3 x per hari pada pukul 08:00, 16:00, dan 20:00 WIB. Transaksi yang dilakukan di atas pukul 20:00 WIB akan masuk ke pencairan hari berikutnya. (3)",neutral,9.863.049.983.978.270,2023-08
2023-08-19 02:45:00+00:00,"Diskon 20% di Shihlin setiap hari Jumat, Sabtu &amp  Minggu dgn QRIS BNI Mobile Banking. Min transaksi 80K. Hingga 20 Ags. https://t.co/5gAyc6h0P0",neutral,9.876.478.910.446.160,2023-08
2023-08-19 02:49:36+00:00,"@bebyalpaca Hai Bpk/Ibu, mohon maaf atas ketidaknyamanannya. Sesuai informasi sebelumnya utk pencairan QRIS Statis,  transaksi yg dilakukan di atas pukul 20:00 WIB akan masuk ke pencairan hari berikutnya ya. Semoga berjalan lancar. Tks~Kila",neutral,9.887.264.370.918.270,2023-08
2023-08-19 04:32:49+00:00,TRANSAKSI QRIS UMKM DI BAWAH Rp100.000 BEBAS BIAYA!✨  Bank Indonesia (BI) menetapkan transaksi QRIS di bawah Rp100.000 akan dibebaskan dari tarif MDR (Merchant Discount Rate).  Langkah ini dilakukan sebagai wujud keberpihakan BI kepada UMKM 🤩 https://t.co/RQjnphRwRD,neutral,9.771.729.707.717.890,2023-08
2023-08-19 04:59:37+00:00,"SI PALING SAT SET!  Merdekakan diri dari transaksi durasi panjang dan membosankan, bayar tinggal scan pakai QRIS MotionBank. Mudah, praktis, aman!  Yuk, QRIS-in aja!  ☎️ 1500188 | https://t.co/j6lwNRAaFT  #MNCBank #trulyyou #PQN2023 https://t.co/fs7kGuxEg8",neutral,9.607.003.927.230.830,2023-08
2023-08-19 05:50:13+00:00,"Go cashless! Bayar pakai QRIS, transaksi jadi makin praktis. Caranya mudah tinggal scan QR melalui M2U ID App.  Untuk Kamu yang punya bisnis, nggak lengkap kalau tidak tersedia pembayaran dengan QRIS. https://t.co/giDHMsGU2u",positive,7.789.486.646.652.220,2023-08
2023-08-19 06:10:30+00:00,"@danawallet transaksi via qris dari pagi sampe sekarang merchant belum menerima pembayaran dan saldo juga belum kembali , ada apa sih?",negative,662.527.859.210.968,2023-08
2023-08-19 06:19:11+00:00,"@zeedraws Hai, Kak @zeedraws. Terkait promo pakai QRIS blu di McDonald’s cashback 25% maka cashback valid untuk 3 kali transaksi/bulan/pengguna blu. (1/2)",neutral,9.924.383.759.498.590,2023-08
2023-08-19 07:05:45+00:00,"Sahabat, siapa yang related dengan video diatas?🤔  Sering kali, kita lupa membawa dompet atau uang cash ketika hendak melakukan transaksi. Eits tapi jangan khawatir, dengan adanya DigiCash by bank bjb kamu tinggal scan QRIS aja, langsung bayar deh!😍   Untuk info selengkapnya… https://t.co/gPLmAqtDmx",neutral,9.305.183.291.435.240,2023-08
2023-08-19 07:36:54+00:00,"@jaemin_kyuu @discountfess Ngendapin aja 10 juta 20rb,terus transaksi Qris 2x masing2 10rb,nah sisa saldo kalo aku keep ampe reward cair,soalnya 60 hari kerja bikin bingung itu",negative,8.161.424.994.468.680,2023-08
2023-08-20 01:11:13+00:00,"@cutetotorooo Hi Kak, aku paham dgn keluhan kamu. Utk perubahan nama bisnis pada akun DANA Bisnis, aku infoin bahwa saat ini perubahan nama tidak dapat dilakukan melalui aplikasi DANA. Namun Kakak tidak perlu khawatir karena nama bisnis tidak mempengaruhi transaksi QRIS DANA Bisnis. Thanks ...",neutral,8.488.863.110.542.290,2023-08
2023-08-20 02:04:49+00:00,"Bank Indonesia (BI) menambah standar nasional fitur baru dalam Quick Response Code Indonesian Standard (QRIS) untuk transaksi tarik tunai, transfer, dan setor tunai (TUNTAS) yang dapat digunakan mulai September-November 2023.  https://t.co/RRLn5B8Mbv",neutral,9.940.598.011.016.840,2023-08
2023-08-20 02:34:06+00:00,"LinkAja Indonesia  Sobat LinkAja, yuk tukar livin poin-mu jadi saldo bonus LinkAja. Bisa dipakai untuk semua kebutuhan dari bayar tagihan hingga transaksi QRIS. *S&amp K berlaku Informasi lengkap, cek https://t.co/jmh4U4f8Qf... Customer Service: https://t.co/opjgPjLJwg (Live Chat) https://t.co/CKU8o10l9L",neutral,9.848.687.648.773.190,2023-08
2023-08-20 03:40:35+00:00,"Bank Indonesia menambah standar nasional fitur baru dalam QRIS untuk transaksi tarik tunai, transfer, dan setor tunai (TUNTAS) yang dapat digunakan mulai September-November 2023.  Laman #infografik: https://t.co/AIufPkQLRM https://t.co/ZzViY9i4kQ",neutral,9.933.581.948.280.330,2023-08
2023-08-20 05:00:18+00:00,"Siang admin, @BANKBRI_ID saya kemarin siang transaksi pakai QRIS. Transaksinya gagal tapi saldo saya terpotong. Kata kasirnya juga gak ada transaksi yg masuk di jam saya transaksi. Sampai skrg blm kembali uangnya. Gimana ya min? 🙏🏻 https://t.co/klWzJPvbjF",negative,9.168.878.793.716.430,2023-08
2023-08-20 05:32:08+00:00,Tips aman bertransaksi cek!  Biar transaksi kamu makin sat set pake QRIS  Selalu teliti dan cek kembali sebelum transaksi ya!  Info: https://t.co/KNQl9jOGRe  #QRISSatuMenangBanyak #PekanQrisNasional #Danamon #SaatnyaPegangKendali https://t.co/h7PwmcoOm8,neutral,9.696.944.952.011.100,2023-08
2023-08-20 05:32:53+00:00,"HARI TERAKHIR PQN, SANTUY!  Promo jalan terus! Gunakan QRIS MotionBank untuk  transaksi dengan beragam kemudahan dan keuntungannya!  QRIS MotionBank, mudah, cepat dan aman. Scanaja!  ☎️ 1500188 | https://t.co/BzhK0K6DYV  #MNCBank #MotionBank #FutureBankingHere #MoApaAjaBisa https://t.co/FVJ7CuOLPB",neutral,9.012.045.860.290.520,2023-08
2023-08-20 09:57:09+00:00,"Gubernur Kalimantan Barat, Sutarmidji mendorong warga Kalbar untuk menggunakan transaksi nontunai dengan Qris. #publisherstory #hipontianak https://t.co/Mg4ver0OSz",neutral,995.643.138.885.498,2023-08
2023-08-20 10:57:05+00:00,"Pemko danamp  BI Lhokseumawe Resmikan Pekan QRIS Nasional, Transaksi Selama Juni 2023 Capai Rp 7,7 Miliar   https://t.co/JPZMafMgYM via @tribunnews",neutral,9.965.049.028.396.600,2023-08
2023-08-20 13:02:48+00:00,Info dong soalnya sea bank sekarang aneh kronologi:   Kemarin ku tgl 19 terakhir main sea bank jam 18.00 ku tidur jam 10mlm   Pas esok hari tgl 20 tiba tiba ada transaksi via qris dan kondisi handphone tidak di gunakan TRX dilakukan jam 1malem emng gak sampe jutaan si tapi https://t.co/HsRIJTUt19,neutral,5.523.799.657.821.650,2023-08
2023-08-20 14:14:32+00:00,"tidak menggunakan QRIS dalam transaksi sehari-hari, karena QRIS &amp  JIMAT hukumnya syirik",negative,9.915.493.726.730.340,2023-08
2023-08-20 14:20:21+00:00,🐥 binus! haloo disini ada yang pernah pake blu buat transaksi gitu gak? misalnya pake qris? tadi aku nyoba transaksi tapi gak bisa kira kira kenapa yaa? apa karena baru pertama kali?,neutral,8.907.177.448.272.700,2023-08
2023-08-20 14:26:32+00:00,"Bank Indonesia (BI) telah resmi meluncurkan Quick Response Code Indonesian Standard (QRIS) TUNTAS, fitur baru QR utk transaksi transfer, tarik &amp  setor tunai, bagi penyedia jasa pembayaran (PJP) yang telah siap, secepatnya 1/9/2023 dan selambatnya 30/11/2023 [sumateraekspres] https://t.co/OUPotzUxtX",neutral,995.422.065.258.026,2023-08
2023-08-21 03:01:46+00:00,"Bank Indonesia meluncurkan fitur baru bagi standar kode QR nasional, Qris  yang kini bisa melakukan transaksi tarik tunai, transfer dan setor tunai. https://t.co/ns6OyEQSsE https://t.co/wv6kxONiPt",neutral,9.940.009.713.172.910,2023-08
2023-08-21 03:07:03+00:00,"“Jadi QRIS sekarang bisa untuk tarik tunai, untuk transfer, dan juga untuk setor tunai. Biayanya lebih murah, untuk tarik tunai cuma Rp6.500. ujar Gubernur @bank_indonesia (BI) Perry Warjiyo.  #QRIS #Digital #Transaksi   https://t.co/Bv3Gbh2Jko""",neutral,919.667.661.190.033,2023-08
2023-08-21 03:22:03+00:00,Pengguna Baru Layanan Transaksi QRIS di Lhokseumawe Capai 40 Ribu https://t.co/tU0EzWV4dc,neutral,9.968.243.837.356.560,2023-08
2023-08-21 03:40:32+00:00,Transaksi QRIS di Aceh mencapai 76% dari target yang ditetapkan untuk tahun ini. https://t.co/GI5eKQOjJz,neutral,992.116.630.077.362,2023-08
2023-08-21 04:20:47+00:00,"💚 guys jadi sender mau naik bus bayar pakai qris sebesar 4k, sender bayar lewat OV0. OV0 kan minimal transaksi itu harus 10k yah, apa tetap bisa? Terimakasih",neutral,9.838.840.365.409.850,2023-08
2023-08-21 04:21:08+00:00,"@deepa_talk Hai Sahabat BTN mohon maaf atas ketidaknyamanannya. Agar dapat kami lakukan pengecekan lebih lanjut untuk kendala transaksi pembayaran QRIS yang dialami, kami membutuhkan beberapa data. (1/2)",neutral,9.933.112.859.725.950,2023-08
2023-08-21 04:25:43+00:00,Update sekarang akun DANA | GOPAY | OVO | LINKAJA ke PREMIUM Supaya dapat mempermudah transaksi WITHDRAW di 𝐑𝐄𝐓𝐑𝐎𝐓𝐎𝐆𝐄𝐋. #retrotogel #depodana #depogopay #depoovo #depolinkaja #depositewallet #ewallet #qris #depositmudah   ✅LINK DAFTAR : https://t.co/O7wKkyieTy https://t.co/6TLlNab74E,neutral,9.683.263.301.849.360,2023-08
2023-08-21 04:50:02+00:00,"@ucihaga Kalau mw meme jelek boleh via dm/wassaf yang tertera di bio yh. Jam operasional 25.00 - 30.00. Minimal transaksi 100 miliar, bisa via qris, bca, e-wallet",neutral,9.943.365.454.673.760,2023-08
2023-08-21 06:48:28+00:00,Transaksi Scan QRIS BSI Gagal | CC @bankbsi_id https://t.co/186p356G40,neutral,9.679.210.782.051.080,2023-08
2023-08-21 07:08:07+00:00,"Nah kan, emang sefleksibel itu pakai QRIS merchant bank bjb Sahabat 😍✨  Ayo daftar sekarang dan nikmati pengalaman serta kemudahan transaksi usaha kamu! Jangan lupa, share pengalaman kamu menggunakan QRIS merchant bank bjb di kolom komentar yuk Sahabat ~  Untuk info… https://t.co/MtccwBQJNo",neutral,960.452.675.819.397,2023-08
2023-08-21 07:08:48+00:00,"Selain itu, biasanya jika ada yang tranfer lewat Qris ada pemberitahuan lewat SMS, tapi sudah dua kali transaksi SMS tidak ada.",neutral,9.919.597.506.523.130,2023-08
2023-08-21 07:19:18+00:00,"@Nasrurrohim_ Hai Sobat BRI, tidak perlu khawatir. Kami informasikan transaksi pembayaran QRIS akan diproses H+1 setelah transaksi dilakukan. Silakan melakukan pengecekan mutasi rekening secara berkala melalui aplikasi BRImo. (1)",neutral,9.905.748.963.356.010,2023-08
2023-08-21 09:11:03+00:00,Belanja hingga Transaksi Keuangan di Vietnam Bakal Bisa Pakai QRIS https://t.co/7Fo7PwfGVZ,neutral,9.872.575.402.259.820,2023-08
2023-08-21 09:16:40+00:00,"QRIS Kini Bisa untuk Transfer, Setor Tunai, Tarik Tunai Hingga Transaksi Di Luar Negeri https://t.co/VcJ0Br8CkL",neutral,9.940.186.738.967.890,2023-08
2023-08-21 11:38:28+00:00,@alfamart knp si alfa kalo bayar pake qris tu kadang error dan duit saya gabalik. Kek.. kenapa? Kalo lg gabisa pake qris hrsnya ada pemberitahuan gasi?? Ini transaksi dh berhasil tp kasir claim kalo transaksi gagal. Jadi dah sy bayar 2x,negative,8.175.985.217.094.420,2023-08
2023-08-21 11:38:29+00:00,Duit udah kepotong baru bilang qris error. Wkwkw Udah sering kejadian begini. Kapokkkk transaksi pake qris yg harusnya praktis jadi ribet. 🤪,negative,9.858.521.223.068.230,2023-08
2023-08-21 11:48:05+00:00,"kadang saya bingung sama UMKM yg nolak pakai QRIS dengan alasan ada biaya MDR 0.3%  HEH.. merchant standar aja 0.7% gak ngomel² tuh, malah mikir wah ini nih buat naikin penjualan, gak mikirin ribet kembalian, transaksi langsung masuk ke rekening""  karena ada ""sistem"" disitu, yaa…""",negative,4.420.132.040.977.470,2023-08
2023-08-21 14:31:42+00:00,"Buset sekarang harus isi formulir dulu dan tanda tangan, seribet ini ya untuk refund transaksi qris yg gagal padahal udah jelas struknya tertulis gagal tapi uang terdebet. Ini yg kusut dimananya sih? Sistemnya @CIMBNiaga atau sistem qrisnya?",negative,9.635.332.226.753.230,2023-08
2023-08-21 17:47:03+00:00,Transaksi QRIS di Balikpapan mencapai Rp115 miliar lebih https://t.co/jPEXiRpTjJ,neutral,9.966.031.312.942.500,2023-08
2023-08-22 00:45:00+00:00,Kini Transaksi dan Jajan di Vietnam Bisa Pakai QRIS https://t.co/WjcPec6Cdr,neutral,9.897.470.474.243.160,2023-08
2023-08-22 01:48:41+00:00,Transaksi QRIS di Balikpapan Capai Rp115 Miliar Lebih - https://t.co/yWMyoYrMLm,neutral,9.968.209.266.662.590,2023-08
2023-08-22 03:35:51+00:00,@HaloBCA qris..auto settle kan qris merchant bca..gegara lama cair ini banyak pembeli sy alihkan pembayaran ke merchant gopay deh..jam 6 pagi konsisten cair saldo dan auto settle jg jam 22.00..walopun transaksi kadang cuma 5rb 10rb..kalah @bca ama hal receh bgini,negative,98.349.791.765.213,2023-08
2023-08-22 03:43:30+00:00,"@LinSeed170301 Hi Kak, aku phm dgn keluhan kamu. Untuk keluhan transaksi QRIS, infoin nmr HP kamu yg terdaftar di DANA dan alamat email aktif kamu via DM ya Kak biar aku bantu cek. Thanks -PF-",neutral,9.952.496.290.206.900,2023-08
2023-08-22 03:50:19+00:00,@melkyirawan - Proses settlement dana atas transaksi QRIS Statis dilakukan secara otomatis setiap hari. Pengkreditan dana ke rekening settlement merchant dilakukan pada hari kalender berikutnya.,neutral,9.962.309.002.876.280,2023-08
2023-08-22 03:50:23+00:00,"@melkyirawan - Proses settlement dana atas transaksi QRIS Dinamis, dapat mengikuti proses settlement dana transaksi EDC Bapak/Ibu Pelanggan. 🙂 Tks ^^Hira",neutral,9.916.364.550.590.510,2023-08
2023-08-22 03:50:50+00:00,"@melkyirawan Setelah nasabah/pengguna QRIS melakukan transaksi, proses yang dilakukan selanjutnya adalah settlement atas transaksi BCA QRIS. Proses settlement dapat dilakukan dengan proses sebagai berikut Bapak @melkyirawan:",neutral,9.899.377.822.875.970,2023-08
2023-08-22 04:15:33+00:00,Transaksi QRIS di Balikpapan Tembus Angka Rp115 Miliar https://t.co/bk2ms3Wr8E,neutral,9.953.919.649.124.140,2023-08
2023-08-22 05:33:46+00:00,"@SeaBankID Min ini saya tadi mau coba bayar pake qris tapi kok gagal min? Ini uangnya gimana min? Di riwayat transaksi gak ada min, tapi kalo sukses nanti tepotong dong saldo nya min? https://t.co/Z1gHe2l7be",neutral,8.638.545.274.734.490,2023-08
2023-08-22 06:30:00+00:00,"Gubernur Bank Indonesia Perry Warjiyo meluncurkan fitur QRIS TUNTAS pada hari kemerdekaan RI. Layanan ini akan semakin memudahkan pengguna untuk melakukan berbagai transaksi. Bagaimana cara pakainya? Yuk, simak video berikut ini detikers!⁣ https://t.co/n8twmLTQGQ",neutral,9.880.952.835.083.000,2023-08
2023-08-22 07:49:24+00:00,"1. Transaksi Aman  Lewat QRIS, kamu gak perlu khawatir lagi sama uang cash, aman.",positive,9.762.285.351.753.230,2023-08
2023-08-22 08:02:22+00:00,"Pasar Limapuluh di Pekanbaru, telah menerapkan pembayaran nontunai melalui QRIS sebagai alat transaksi.  https://t.co/7kkfwYhTuL",neutral,9.939.311.742.782.590,2023-08
2023-08-22 08:29:21+00:00,"Nah bestie, dengan kegiatan ini selain sebagai media komunikasi dan kampanye penggunaan QRIS kepada millenial community namun juga diharapkan dapat mendorong peningkatan volume transaksi dan pengguna QRIS di Kabupaten Banyumas",neutral,6.475.591.659.545.890,2023-08
2023-08-22 08:29:22+00:00,"sehingga awareness, akseptasi, usage dan quality penggunaan QRIS dapat terus tumbuh ya bestie, for a better Banyumas tentunya bestie.  Yuk QRIS Bestie semuanya mari kita gunakan terus QRIS dalam transaksi daily kita ya.  #mayuhnganggoqris #bankindonesia #bankindonesiapurwokerto",positive,7.201.530.337.333.670,2023-08
2023-08-22 09:17:50+00:00,"@bank_indonesia Udah kena ppn, kena biaya transaksi qris lagi. Cuma berkentut doang yg gratis.",negative,803.256.094.455.719,2023-08
2023-08-22 10:39:03+00:00,Asiknya pertengahan bulan bisa jajan tanpa takut dompet jadi tipis.. dengan transaksi menggunakan QRIS agi kamu bisa dapat cashback 50% lho!  Gimana teman agi udah siap dapat cashback 50% ? Ayo jajan dan bayar dengan QRIS agi sekarang!  #QRISnyaSatuMenangnyaBanyak #agi… https://t.co/hDJ19uf2Nd,neutral,7.747.403.383.255.000,2023-08
2023-08-22 11:24:00+00:00,/INFO PROMO HOKBEN X SEABANK  Beli hokben nya pake Qris SEABANK Biar dapet Cashback 100% berlaku s/d 31 Agustus 2023 Kalo dine in harusnya Rp O sih Max transaksi 1/hari Max transaksi 2/Periode https://t.co/AFozrnCM5r,neutral,981.368.362.903.595,2023-08
2023-08-22 11:34:27+00:00,"Ternyata pedagang warung tenda ini merespon kenaikan biaya QRIS kemaren spt supir angkot &amp  bank pas harga BBM dan suku bunga BI naik: mrk langsung naikin harga.  Giliran biaya QRIS utk transaksi di bawah 100rb dihapus, BBM turun, suku bunga turun, harga tentu TIDAK turun",neutral,5.781.093.835.830.680,2023-08
2023-08-22 14:05:36+00:00,BI Kepri catat nilai transaksi QRIS capai Rp1 triliun hingga Juni https://t.co/csbplOfyiG,neutral,996.974.229.812.622,2023-08
2023-08-22 14:12:35+00:00,@kontakBRI miin knp brimo aku drtd sore sampe skrg gabisaa buat transaksi qris atau log in :((,negative,6.515.524.983.406.060,2023-08
2023-08-22 14:38:51+00:00,"@FOS_PERSIJA Nah lho, km kenapa ya akhir2 ini @HaloBCA ?  Gue mlh hattrick bulan ini dpt case sm BCA: 1. Top Up kartu toll. Transaksi di BCA berhasil, saldo ga nambah.  2. Byr pake QRIS. Mutasi rekening nongol, di yg dagang uang ga msk. 3. Byr tlp pasca bayar, mlh kedebet 2 kali. :(",negative,671.353.816.986.084,2023-08
2023-08-22 15:00:28+00:00,@idhamofficial Untuk terkait kendala transaksi Qris kami sarankan dapat menghubungi Halo BCA 1500888 agar dibantu pengecekan status keberhasilan transaksi tersebut.  Terkait kendala transaksi telepon pasca bayar kami sarankan konfirmasi ke pihak provider terlebih,neutral,995.173.156.261.444,2023-08
2023-08-22 15:08:09+00:00,"Wargi Lebak, siapa yang suka pakai QRIS buat transaksi keuangan? 😁 Kenalan yuk sama fitur baru QRIS yaitu Tuntas🎊 Informasi selengkapnya simak di inforgrafis berikut ini https://t.co/qWuOzXqPWV",neutral,969.914.734.363.556,2023-08
2023-08-22 15:08:10+00:00,"Wargi Lebak, siapa yang suka pakai QRIS buat transaksi keuangan? 😁 Kenalan yuk sama fitur baru QRIS yaitu Tuntas🎊 Informasi selengkapnya simak di inforgrafis berikut ini https://t.co/iYHKWLVnWB",neutral,9.717.921.614.646.910,2023-08
2023-08-22 16:48:59+00:00,"@danawallet Admin, ini penjebolan namanya. di telf, cs bilang sebagai mediator dan tak akan ada ganti.. nyalahin korban. Coba transaksi online ada di Jawa Barat, 2 jam setelah itu setelah itu ada transaksi Qris di daerah bandar Lampung... Keamanan apa namanya ini .. https://t.co/tUBsZuy7Sf",negative,8.842.268.586.158.750,2023-08
2023-08-22 17:06:49+00:00,BI Gratiskan Pengguna QRIS TUNTAS Untuk Transaksi di Bawah Rp 100 Ribu https://t.co/MaANuEPRGH,neutral,9.894.508.719.444.270,2023-08
2023-08-22 17:15:09+00:00,BI Gratiskan Pengguna QRIS TUNTAS Untuk Transaksi di Bawah Rp 100 Ribu  https://t.co/1v2MuOTjLh lewat @YouTube,neutral,9.797.400.832.176.200,2023-08
2023-08-22 19:59:04+00:00,@HaloBCA transaksi QRIS saldo terpotong tapi uang tidak sampai pada penerima dan di inbox gak ada history transaksi,neutral,96.898.090.839.386,2023-08
2023-08-22 22:32:37+00:00,"Wargi Lebak, siapa yang suka pakai QRIS buat transaksi keuangan? 😁 Kenalan yuk sama fitur baru QRIS yaitu Tuntas🎊 Informasi selengkapnya simak di inforgrafis berikut ini  #VisitLebak #LebakUnique #BekerjaDenganHati #TerbukaItuKeren #GoDigital #GoDigitalLebak #LebakGoDigital https://t.co/9H2v7pZgFn",neutral,9.352.092.146.873.470,2023-08
2023-08-23 00:29:11+00:00,"Sentuh Rp1 Triliun, Peningkatan Transaksi QRIS di Kepri Luar Biasa https://t.co/4qr87cAlaj",neutral,9.877.888.560.295.100,2023-08
2023-08-23 00:50:34+00:00,Langkah efektif menuju transaksi yang lebih modern!  Daftarkan QRIS di Bank Jombang sekarang juga. Nikmati kemudahan menerima pembayaran digital dr berbagai platform dengan satu kode QRIS. Jadikan bisnismu lebih efektif dan terkoneksi dengan rekeningmu📲  https://t.co/1tBmbLxxjr https://t.co/9dG6fntPJz,neutral,905.941.903.591.156,2023-08
2023-08-23 03:22:32+00:00,"Batam Jadi Kota Pengguna QRIS Terbanyak di Kepri, Nilai Transaksi Capai Rp 1 Triliun https://t.co/0IwuAovj3v",neutral,9.905.994.534.492.490,2023-08
2023-08-23 04:43:16+00:00,"@QQReza135 Hai, Reza. Bank Indonesia sebagai bank sentral tidak melakukan tugas komersial. Lebih lanjut, Bank Indonesia mendorong masyarakat untuk transaksi secara non tunai salah satunya menggunakan QRIS agar transaksi menjadi lebih cepat, mudah, murah, aman, dan handal. (1)",positive,8.474.509.716.033.930,2023-08
2023-08-23 04:43:22+00:00,"@QQReza135 Namun dalam penggunaan QRIS sebagai metode transaksi terdapat biaya yang dibayarkan oleh merchant untuk peningkatan manfaat dari QRIS, sehingga biaya Merchant Discount Rate (MDR) tersebut ada dan dikenakan. (2)",neutral,941.360.354.423.523,2023-08
2023-08-23 05:32:56+00:00,Cashback teruss..... Buruan gunakan QRIS untuk transaksi di aplikasi #bprecash Dapatkan Cashback 10%. Kuota terbatas hanya 95 transaksi pelanggan per hari .  Unduh segera di Play Store &amp  App Store https://t.co/4CBbdOxmzx,neutral,9.824.222.922.325.130,2023-08
2023-08-23 05:33:23+00:00,"@bank_indonesia Baik mudah cepat, bukankah dr dana cash??? Kita bcr kenyataan brp persen dr setiap pedagang bertransaksi gunakan QRIS??? Sept sy katakan sebelumnya, pedagang gado2 gunakan QRIS dan dalam satu hari blum tentu ada yg gunakan, msh lakukan transaksi tradisional atau cash, nyata",neutral,5.991.981.625.556.940,2023-08
2023-08-23 05:50:07+00:00,"Waaaaaaaaw, mengerikan!!!#Selebgram #Bogor #Ditangkap, @Menkominfo: RI #Darurat #Judi #Online https://t.co/dsE8hHMXIs semakin marak #BlokirRekening #VirtualAccount #Ewalet #Qris transaksi ga wajar ☺☺☺",negative,8.698.623.180.389.400,2023-08
2023-08-23 06:08:22+00:00,"Yuk, simak informasi lengkapnya pada infografis berikut, SohIB!  Siapa warga di sini yang sering transaksi menggunakan QRIS? https://t.co/w9xe1qhaCX",neutral,9.931.803.941.726.680,2023-08
2023-08-23 06:46:44+00:00,"@mandiricare Min, kalau misalnya transaksi qris dan di Livin status pembayarannya berhasil tapi di merchant tidak berhasil. Itu gimana ya min?",neutral,8.378.872.871.398.920,2023-08
2023-08-23 07:09:48+00:00,"@dewirahma67 @RacunBelanja 2x transaksi pake qris seabank, pilih menu value set..",neutral,99.773.371.219.635,2023-08
2023-08-23 07:44:55+00:00,"@milarianbagja Hai, #SobatRupiah. Pada dasarnya konsumen yang melakukan transaksi dengan QRIS tidak dikenakan biaya tambahan. Jika yang kamu maksud biaya Merchant Discount Rate (MDR), biaya merupakan biaya yang dikenakan oleh Penyedia Jasa Pembayaran (PJP) kpd merchant, bukan kpd konsumen. (1)",neutral,9.411.685.466.766.350,2023-08
2023-08-23 07:45:01+00:00,"@milarianbagja BI mendorong masyarakat untuk transaksi secara non tunai salah satunya menggunakan QRIS agar transaksi menjadi lebih cepat, mudah, murah, aman, dan handal. Pengenaan biaya MDR kpd merchant dlm penggunaan QRIS sbg metode transaksi bertujuan untuk peningkatan manfaat dari QRIS (2)",positive,5.114.498.138.427.730,2023-08
2023-08-23 07:58:50+00:00,Langkah efektif menuju transaksi yang lebih modern!  Daftarkan QRIS di Bank Jombang sekarang juga. Nikmati kemudahan menerima pembayaran digital dr berbagai platform dengan satu kode QRIS. Jadikan bisnismu lebih efektif dan terkoneksi dengan rekeningmu📲  https://t.co/I0qCtURoKd https://t.co/FBVkBCEquw,neutral,8.557.326.793.670.650,2023-08
2023-08-23 08:56:42+00:00,"@Dhedy_Pro Hai, #SobatRupiah. Mengenai hal tersebut, mengacu Pasal 11 ayat 2 Peraturan Anggota Dewan Gubernur (PADG) No.21/18/PADG/2019 dijelaskan Penyedia Jasa Pembayaran (PJP) yang melaksanakan kegiatan pemrosesan transaksi QRIS wajib terlebih dahulu memperoleh persetujuan dari BI. (1)",neutral,9.822.694.659.233.090,2023-08
2023-08-23 09:37:50+00:00,"Nila Transaksi QRIS di Kepri Tembus Rp 1 Triliun, Terbanyak di Kota Batam https://t.co/xyEih8KThV",neutral,9.892.221.689.224.240,2023-08
2023-08-23 10:33:15+00:00,"udh di scan nih, gagal lagi, trs disuruh qris di dlm, gagal lagi, batrai low bat. Ini yg error pegawainya apa hpnya? Padahal udh jelas² yg pertama success apalgi berlaku 1x scan Dalam transaksi. Sorenya baru complain ke bank jenius, bukti udh Ada, kata pegawai jenius apakah dpt",neutral,8.898.744.583.129.880,2023-08
2023-08-23 11:53:33+00:00,"CIMB Niaga Fasilitasi Transaksi QRIS Cross-border bagi WNA di Indonesia : ECONOMIC ZONE - Head of Marketing, Brand and Customer Experience CIMB Niaga Toni Darusman (kiri) mendampingi pengguna aplikasi CIMB THAI Digital Banking dari Thailand usai… https://t.co/fUckGFSm7s",neutral,9.940.518.736.839.290,2023-08
2023-08-23 12:38:05+00:00,"Sumpaaaaah, huhu. Maafin banget buat yang mau payment. Dabisnya udah jadi, tapi QRIS masih proses. Maafin jadi kurang nyaman buat transaksi 😔🙏🏻",negative,9.726.945.161.819.450,2023-08
2023-08-23 13:16:28+00:00,@BNICustomerCare saya transaksi bayar pakai QRIS BNI di Indomaret  Yogya saldonterpotong tapi Indomart gak masuk. kembalikan saldo saya yg sudah anda potong https://t.co/mG834mq09G,neutral,9.896.864.295.005.790,2023-08
2023-08-23 13:17:32+00:00,Min kok aku pembayaran qris melalui gopay kok belum masuk juga ya? Padahal saldo nya udah kepotong dan transaksi nya juga udah berhasil @gojekindonesia,neutral,9.289.367.198.944.090,2023-08
2023-08-23 14:07:50+00:00,Transaksi Dompet Elektronik dan QRIS Bank Raya meningkat #klikRMOL https://t.co/uvckL8wXLh,neutral,9.939.329.028.129.570,2023-08
2023-08-23 14:30:15+00:00,"halo bca saya transaksi qris tetapi saldo qris tujuannya tidak masuk sedangkan dana saya sudah terpotong, di cek mutasi ada tetapi di inbox qris tidak ada, bagaimana ya solusinya? @HaloBCA",neutral,8.866.672.515.869.140,2023-08
