Komentar,Sentiment
"gue : bu tapi ini qris buat transfer, bukan kwitansi elektronik.""  penipu: ""iya nanti setelah itu muncul kwitansi""  gue: ""uang saya ketarik dong""  ""nggak kak, kalau ketarik nanti kami refund""  *dalam hati gue ga yakin tapi tetep ditransfer 4x transaksi*  dasar goblok""",negative
"@HaloBCA tolong dong tadi transaksi pake qris ... pembayaran berhasil tapi resi ga kecetak ,padahal saldi sudah kepotong...gimana solusinya",neutral
"📢Info Promo Cashback 50% Cinema XXI dan XXI Cafe pakai Digibank DBS  catat gais. Ini mantap cashbacknya! 👍  💫Min transaksi 50k, cashback 25k  ✅Pembayaran wajib pakai QRIS Digibank ✅Khusus pembelian di tempat  ⚠️Max 2x / bulan ⛔Tidak berlaku di The Premiere  📅Berlaku hingga… https://t.co/EuAFhvj4gq",neutral
"@HaloBCA saya semalem transaksi ke qris, saldo saya udah kepotong tapi pihak merchant belum nerima saldonya, gimana ya?",neutral
"@mandiricare saya transaksi via qris status tertunda,saldo tertahan,pengembalian harus lewat cs email tp ga drespon,tolong min",neutral
Transaksi pertama dg QRIS di LN https://t.co/Ay0W5SANYA,neutral
"“Mbak Taylor, tadi saya belanja dan bayar pakai QRIS. Kasirnya minta saya nunjukin bukti berhasil transaksi di layar HP saya lalu dia foto dan catat manual.”",neutral
"Luncurkan QRIS, Bank Mega Syariah Bukukan Transaksi Rp721 juta https://t.co/pG7XrVpW3c",neutral
"@madeandi Ada beberapa kesulitan : 1.Pelaku usaha masih gaptek karena gak bisa pengecekan real time pada aplikasi 2.terkadang,ada transaksi qris yg gak masuk ke rekening pelaku usaha. Tolong dimengerti ya jgn salty...",negative
"@linkaja SAT SET? saya saja pake Qris langsung ditahan uang transaksi nya, tapi sudah masuk tagihan. SAT SET NYOLONG maksudnya ya?",negative
"Kegiatan ini bertujuan untuk memberikan pemahaman kepada mahasiswa UIN KHAS Jember terkait  transaksi aman tanpa ribet melalui QRIS, cara untuk cinta, bangga, dan paham rupiah serta mengupas tuntas beasiswa Bank Indonesia dan GenBI. https://t.co/6YwHwTvtFo",neutral
"Kegiatan ini bertujuan untuk memberikan pemahaman kepada mahasiswa UIN KHAS Jember terkait  transaksi aman tanpa ribet melalui QRIS, cara untuk cinta, bangga, dan paham rupiah serta mengupas tuntas beasiswa Bank Indonesia dan GenBI. https://t.co/Hg7BXOP3mO",neutral
@HaloBCA Saya mau refund transaksi kirim menggunakan QRis karna saya kirim qris tapi saldo ny gak masuk di rek penerima sedangkan saldo saya sudah brkurang,neutral
"halo @HaloBCA terjadi kegagalan transaksi QRIS tapi saldo berkurang, pihak dari QRIS sudah hubungi saya dan katanya harus konfirmasi ke bank",neutral
"(-): - gak ada opsi kartu mastercard/visa, cuma GPN - gak bisa contactless - kantor cabang &amp  ATM terbatas, itu pun gak ada ATM setor tunai - mobile banking belum ada fitur qris - masih kena charge meski EDC BCA (tarik tunai di BCA aman) - cocok buat simpanan bukan transaksi",positive
"Mega Syariah Rilis Fitur QRIS, Transaksi Tembus Rp721 Juta https://t.co/6JHSwBjNfo",neutral
"krn atm kadaluarsa alhasil hari ini segala transaksi hrs ngandelin qris. trs pas ke minimart merah oren, aku blg ke kasirnya 💁🏻‍♀️ pake qris (re: kris) ya mas 🙋🏻‍♂️ eh? hehehe pake apa mbak? kris, kyuris atau kiris?? hehe (cara ngmngnya ngenyek bgt) 💁🏻‍♀️ ......... 🙋🏻‍♂️ hehe",negative
"@lucidamerta Hai Sobat BRI, mohon maaf atas kendala transaksi QRIS yang dialami. Kami lakukan pengecekan transaksi QRIS melalui BRImo normal ya, jika mengalami kendala, silakan kirim respon yang diterima dalam bentuk gambar melalui DM.  Sobat BRI harus tetap waspada, semua akun resmi (1)",neutral
000 nasabah BMS telah menggunakan fitur QRIS dengan total transaksi mencapai Rp 500 juta. Ini menunjukkan antusiasme tinggi dari nasabah BMS dalam mengadopsi teknologi pembayaran yang lebih praktis dan aman. Terima kasih PT Bank Mega Syariah,positive
"@tanyakanrl Semua bisa,tpi klo mau transaksi kudu via qris",neutral
"@mandiricare halo min selamat pagi, ada transaksi qris kemarin dan di livin merchant sudah ada proses pencairan juga dan berhasil, sudah dapet email statement untuk laporan 3/11/2023 juga. Tapi di rekening mandiri saya belum cair dan belum masuk di rekening",neutral
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Wah, mantap nih BMS! Semakin memudahkan transaksi kita semua.",positive
"@bankmandiri maksa banget ngaktifin CC mandiri shopee ternyata hanya untuk menjebakku, transaksi pake qris kalo ngga teliti tap dulu ke tabungan ya bakal kebayar pake CC. Giliran bayar tagihan motong saldonya berhasil, tapi statusnya masi tertagih mulu. Segitunya amat cari duit💀",negative
"@mandiricare min, mohon info kendala pencairan qris merchant di laporan transaksi berhasil dicairkan pada 03 Nopember 2023 jam 16.00, tapi per laporan ini dibuat, dana belum masuk rekening. Detail sudah kirim via dm",neutral
"@linkaja Transaksi QRIS sudah 2 kali pending saldo sudah terpotong, solusi nya gimana min ?",neutral
@sserayunjeen udaah kak aku kemarin jam 6/7an udah coba reinstall cuma tetep aja kalau dibuat transaksi tf/qris/topup keluarnya kaya giniii https://t.co/6fI2xMsirD,neutral
"1 juta transaksi QRIS telah dilakukan oleh nasabah BMS. Wow, ini artinya semakin mudah dan praktis untuk bertransaksi di era digital!",positive
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Wah, mantap nih! Semakin memudahkan transaksi kita semua.",positive
apakah gopay coin yang kita dapet dari cashback tokped bisa buat bayar2 transaksi pake qris gopay?,neutral
"@ydlew cara ngitungnya: t = 700k c = 5% = 0.05 jika transaksi p &gt = 30k maka, dicari n integer dari t = c*p*n atau n = t/(c*p) = 467  maka butuh keluarin duit sebesar minimal  n*p= 14.01jt  itupun belum termasuk biaya administrasi QRIS  u/ c =0.1% per minimum p=1k t = 700k maka n*p=700jt",neutral
"cara ngitungnya: t = 700k c = 5% = 0.05 jika transaksi p &gt = 30k maka, dicari n integer dari t = c*min(p)*n atau n = 467   maka butuh keluarin duit sebesar minimal n*p= 14.01jt  itupun belum termasuk biaya administrasi QRIS  u/ c =0.1% per p&gt =1k  n = 700k maka n*p=700jt",neutral
"@danawallet Hi Admin, mau make sure apakah benar transaksi QRIS Dana bisa digunakan di negara Thailand? kalau iya apakah di setiap transaksi nya ada tamabahan biaya? Mohon infonya ya, thank you",neutral
"@ydlew Hi Kak,  Mohon maaf atas ketidaknyamanannya dan terima kasih atas masukan yng diberikan untuk paket QRIS Unlimited Plus.  Saat ini kami telah mengimplementasikan masukan tersebut pada paket QRIS Unlimited Plus dengan menghilangkan minimum transaksi.",neutral
"@IntanLintang1 Hai Kak, terkait pertanyaan kamu, transaksi QRIS menggunakan DANA di Thailand tdk ada tambahan biayanya ya Kak. Thanks -DN_",neutral
"1 juta transaksi menggunakan QRIS telah dilakukan oleh nasabah BMS. Wow, semakin mudah dan praktis untuk bertransaksi dengan M-Syariah!",positive
"@shishinny Hai Kak @shishinny, maaf buat Kakak nggak nyaman, terkait kendala transaksi QRIS Kakak dapat informasikan detail kendalanya melalui DM ke mimin. Mimin tunggu ya Kak.(1/3)",neutral
"@idihibedihi Bisa dong Kak, untuk transaksi menggunakan QRIS blu dan bluDebit Card di mesin EDC nggak dikenakan biaya ya.",neutral
"@KiiroNino Hai, Kak @KiiroNino. blu bisa kok Kak transaksi di Hokben menggunakan QRIS, jika ada transaksi Kakak yang nggak mendapatkan cashback, minblu saranin Kakak menghubungi layanan haloblu 1500668 agar dibantu lebih lanjut karena membutuhkan verifikasi data melalui telepon. (1/2)",neutral
"@BNICustomerCare saya ada kendala malam ini, barusan transaksi QRIS di KKV, di rek bni sy terdebet, tp di mereka tidak masuk. Mereka pakai rek B*A. Saya jd harus bayar kembali menggunakan kartu debit dr bank yg sesuai dgn mesin EDC mereka yaitu B*A I want my money back ya BNI 😉",neutral
@KFCINDONESIA emang kalo transaksi qris sesusah itu yaa?,positive
"Beli kartu perdana dan isi ulang kuota jadi makin mudah dengan #3DigiBox! Bayarnya bisa pakai QRIS lho, Gaes.  Yuk buruan cobain transaksi di #3DigiBox terdekat. Cek https://t.co/CMeR1U0Kzw  #IniWaktunyaKita https://t.co/UWG8XS8BcA",neutral
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah. Selain memudahkan transaksi, fitur QRIS juga memberikan keuntungan bagi nasabah dalam hal keamanan efisiensi. Jadi tunggu apa lagi, segera download aplikasi M-Syariah dan",neutral
"@mycarbonaraa fungsinya sama kok kaya bank2 lainnya, buat belanja, transaksi online, pembayaran ini itu, ohh bisa qris juga, dan untuk kartu nya seperti yng di gmbar udah bisa visa dan tab wifi",neutral
"1 juta transaksi QRIS telah dilakukan oleh nasabah BMS. Jadi tunggu apa lagi, segera download aplikasi M-Syariah dan nikmati kemudahan bertransaksi dengan fitur QRIS dari BMS!",neutral
"000 nasabah BMS telah menggunakan fitur QRIS di M-Syariah dengan total transaksi mencapai Rp 1 miliar. Wow, mantap banget nih BMS! 👏 🏼 💰",positive
"Selamat datang di dunia baru! Bank Mega Syariah telah meluncurkan fitur QRIS di aplikasi M-Syariah. Nikmati kemudahan transaksi dengan teknologi terbaru ini, mulai dari 1 November 2023.",neutral
QRIS Cross-Border Jadi Solusi Transaksi Ekspor Kopi Indonesia yang Lebih Mudah dan Efisien https://t.co/F7oub7A1iJ,neutral
"Diskon 25% Fried Chicken Master dengan pembayaran Kartu Debit, Kartu Kredit dan Aplikasi QRIS khusus BRI  • Berlaku untuk Dine In dan Take Away • Minimal transaksi Rp100.000 • Maksimal diskon Rp50.000 https://t.co/PEWKZQgQlV",neutral
"@KFCINDONESIA mau tanya dong, kok saya td pagi transaksi pake qris sampe dua kali dinsuruh coba lagi sama kasir nya cuma gara gara di edc nya eia gak ke print, padahal itu udah beda bank dan transaksi berhasil lohh, tolong tindak lanjutnya dong",neutral
ngga bakal pke qris livin lagi😭jir lah saldo gua ketahan trnyata yg 35k kemarin transaksi dan yg sekarang katanya bakal ketahan juga kalo ngga isi bank pendukung gitu malah suruh isu sejuta MANA ADA ANJR GAU SGTU MALAH DI SURUH MINJEM LAGI😭😭😭FAKBKATA GUA TEH,negative
"@sezna_pisfa Pagi Kak @sezna_pisfa, dengan senang hati mimin jawab. Tentu ada dong Kak, pastikan Kartu Kredit BNI Kakak udah terdaftar di aplikasi BNI Mobile Banking melalui fitur My Credit Card ya. Setelah itu, untuk menggunakan transaksi QRIS dengan (1/6)",neutral
@sezna_pisfa @sezna_pisfa sumber dana kartu kredit berikut alurnya : 1. login BNI Mobile Banking 2. klik QRIS 3. scan QR 4. pembayaran QRIS dengan sumber dana Kartu Kredit BNI 5. masukkan password transaksi 6. transaksi berhasil. (2/6),neutral
"@BANKBRI_ID halo min, saya mau tanya apakah Tokopedia Card bs digunakan untuk transaksi dengan kode qris?",neutral
"@sezna_pisfa Selamat pagi Ibu Sezna. Tersedia limit transaksi dengan QRIS merchant yaitu Rp10.000.000,00/transaksi atau Rp25.000.000,00/hari. Terima kasih - Hana",neutral
"@LiatAjaX Udah paling bener bayar pake qris, settlement ke rekening owner  Rekrut akuntan, rekapin dah transaksi tiap hari, kasih akses ke bank buat tarik data tp ga bisa execute transfer.   Kena 0.7% ya ga gede2 amat kok, daripada kena uang palsu, uang lusuh, ditilep karyawan etc 🥸",neutral
"@bautruck Hai, #SobatRupiah. Sangat disayangkan atas kejadian yang dialami. Pada dasarnya QRIS dapat menerima seluruh transaksi pembayaran menggunakan QR, walaupun aplikasi pembayaran yang digunakan konsumen berbeda dengan penyelenggara QRIS di merchant ya. (1)",negative
"@bautruck Jika kamu mengalami kendala transaksi menggunakan QRIS seperti yang dimaksud dan bermaksud untuk melaporkannya, kamu dapat menyampaikan pengaduan secara resmi ke Bank Indonesia dilengkapi dengan dokumen pengaduan antara lain: (2)",neutral
"@bautruck 6. Bukti dokumen pendukung lainnya  Setelah melengkapi dokumen di atas, silakan melampirkan dokumen tersebut ke alamat email: bicara@bi.go.id serta diinformasikan untuk nomor tiketnya yaitu BICAS-061123-00220-R. Semoga tidak terjadi kendala transaksi QRIS kedepannya. 🙏 (4)",neutral
"@asawauu Hai Sobat BRI, terima kasih atas ketertarikannya terhadap produk Kartu Kredit BRI. Belum bisa ya, kami informasikan transaksi QRIS dengan kartu kredit sebagai sumber dana dapat dilakukan menggunakan kartu kredit reguler. (1)",neutral
"buat kalian pengguna baru qris seabank atau  belum pernah melakukan transaksi qris di seabank, ada PROMO. minimal bayar 50k kalian dapat cashback 10k.   gestun promonya di aku yuk~ kalian bayar 50k kalian dapet cb 10k aku tfb 48k kalian untung 8k #zonauang #zonajajajan #zonaaba",positive
"LinkAja ini E-Wallet paling unik di dunia, Sejak 2 November transaksi masih pending, sudah komplain tetep aja gaada penanganan.  😂😂😂 Akhirnya bayar Qris pake E-Wallet lainnya   @linkaja https://t.co/xgHiB7bnbN",neutral
"indibizPay merupakan aplikasi keuangan digital untuk Usaha Mikro Kecil dan Menengah Indonesia yang memiliki fitur utama pembayaran Quick Response Code Indonesian Standard (QRIS), top up dan tagihan Payment Point Online Banking (PPOB), dan pencatatan transaksi. https://t.co/YmJicApjYP",neutral
Menjembatani Perbatasan Transaksi : QRIS Cross-Border Majukan Ekonomi Indonesia dan ASEAN https://t.co/STRlLdU6lR,neutral
"Kegiatan ini berupa pemberian promo QRIS pembelian 1 liter minyak kepada para pekerja dengan cara scan QRIS Rp1,- sebanyak 10 kali scan ya bestie dan pada kegiatan ini diestimasi telah terjadi 2.000 transaksi QRIS, keren kan. https://t.co/G7QBfPK4PJ",neutral
"Melalui kegiatan ini diharapkan mendorong peningkatan volume transaksi dan pengguna baru QRIS ya bestie, so bestie semuanya yuk terus gunakan QRIS ya dalam setiap transaksinya ya.",neutral
"Hai QRIS bestie Dalam rangka mendorong perluasan elektronifikasi transaksi Pemda khususnya di Kabupaten Purbalingga, KPw BI Purwokerto berkolaborasi dengan Bakeuda, Bagian Hukum, Bagian Perekonomian Pemkab Purbalingga, Bank Jateng Pusat serta Bank Jateng cabang Purbalingga https://t.co/ojYh60Hi1x",neutral
"Di #Storyofblu Chapter 2 ini, kamu bisa berbagi cerita pengalaman kamu bertransaksi menggunakan blu! Dari mulai transaksi QRIS, promo-promo blu, bluVirtual Card, hingga penggunaan bluDebit Card yang lagi hits saat ini. Contohnya kayak gini nihh.. https://t.co/AEZpVCqaok",neutral
"mau nanya  kmaren kan beli makan terus bayar make qris ternyata beda bank, terus setelah scan notifnya 'transaksi sedang diproses', di pihak penjual jga belum masuk uangnya, tapi saldo kita berkurang senilai nominal yang dibayar itu kalau diurus ke bank bisa balik ga uangnya?",neutral
"keuntungan lainnya kamu bisa reedem BRIpoin lho buat dapet voucher belanja, ada cashback juga 10% setiap transaksi di merchant BRI pake QRIS di  BRImo #SemuaPakeBRImo",positive
"@gojeg Kui iseh suwe banget dan kecil potensine dadi. Le memungkinkan ki tetep transaksi podo2 nganggo duite dewe tapi le sak proxy tapi tep ora go dollar. ASEAN kui malah wes malku Indonesia, Singapura, Malaysia, Thailand, dan Filipina. Koe nang kunu tuku langsung go QRIS iso wisan",negative
open cv promo seabank buy 50k tfb 48k  get 8k   — INSTAN — HANYA UNTUK YG BELUM PERNAH TRANSAKSI PAKE QRIS SEABANK — disarankan cv di waktu PAGI hari  tfb dana spay gopay ovo seabank bri  tg gestun qris #zonauang #zonajajan #zonaba,neutral
"@Adie925 Hai Sobat BRI, Kartu kredit BRI dapat dijadikan sumber dana transaksi QRIS BRImo kecuali Corporate Card dan Co-Branding (OVO U Card, Traveloka Paylater, Kartu Emas Pegadaian, BTN Gold, BTN Paltinum dan Tokopedia Card). Namun jika memiliki Kartu Kredit selain Corporate Card (1)",neutral
Menjembatani Perbatasan Transaksi : QRIS Cross-Border Majukan Ekonomi Indonesia dan ASEAN https://t.co/dic1alLDdE,neutral
ada jaspin qris 500p/transaksi yang udah bangun kah? #zonauang,neutral
"@sweetascandiess 2x cashback 50% untuk transaksi bluVirtual Card/bluDebit Card (maksimal Rp5.000,- per transaksi) dan 2x cashback transaksi QRIS sebesar 50% (maksimal Rp5.000,- per transaksi). (2/2)",neutral
@blubybcadigital berkat aplikasi blu hobi nonton film di bioskop jadi lancar karena ada promo cashback 50% kalau transaksi pake QRIS di cinepolis dan cashback 40% di Cgv jadi cuma bayar 15rb pas nonton Killers Of The Flower Moon bulan Oktober bulan ini aku pake nonton The Marvels #storyofblu,positive
Transaksi lebih mudah kini menggunakan Qris!!!  Langsung saja kepoin link nya di Bio!!  #atom4d #linkatom4d #linkatom https://t.co/9HznYdwQXx,neutral
"@alalaaja Hai, #SobatRupiah. Untuk transaksi QR Cross Border/QRIS antarnegara, saat ini telah dpt dilakukan antara Indonesia - Malaysia &amp  Thailand ya. Sbg informasi, transaksi QRIS antarnegara Indonesia - Malaysia &amp  Thailand dpt dilakukan selama menggunakan penyelenggara yg ditetapkan. (1)",neutral
@BNICustomerCare transaksi qris bni dari kmarin hingga jam saat ini 11.01 blm ditransfer (dibukukan ke rekening pemilik)' gmn ini min..sampe kapan ??,neutral
"Dapat digunakan untuk bertransaksi di semua QR Pay merchant yang berlogo QRIS. Transaksi praktis, gak ribet, pakai Maybank QR Pay via M2U ID App.  Info lebih lanjut https://t.co/C5iPSnmSUx  #Maybank #MyBank #QRISUnggul",neutral
@danawallet Haallloooo @danawallet sudah 2 hari nih transaksi toko saya dengan qris dana saldonya tidak dapat ditarik.Sdh kirim email tidak ada balasan.Telfon hanya terhubung dengan mesin penjawab.Bagaimana ini solusinya?Modal toko jadi mandeg perputaran toko terhambat.@danawallet,negative
"Bca syariah lagi gangguan gak ya? Soalnya dipake buat transaksi debit, qris, mbanking gada yang bisa semua untung bawa cash🥲 @HaloBCA",neutral
"min mbanking lagi bermasalahkah? transaksi qris, emoney gaada yang berhasil tapi saldonya ke potong @bankmandiri",negative
"Sebagai presenting sponsor pada Jacoweek 2023, Bank Mandiri memberikan berbagai kemudahan dan keuntungan bagi pengunjung yang melakukan transaksi non tunai dengan menggunakan kartu debit, kartu kredit, dan QRIS Livin’. https://t.co/7ZBnsbkwqg https://t.co/AzmHpzws2N",neutral
@xganeeta Jika yang Kak @xganeeta maksud adlah promo transaction via QRIS blu at Cinepolis Outlet maka enggak bisa transaksi melalui website Cinepolis maupun aplikasi Cinepolis Kak.,neutral
"@PT_Transjakarta Halo Tije, pada tgl. 1 Nov. ada transaksi gagal saat saya top up saldo e-money di Halte Bus Tije Penjaringan, Pluit dgn cara scan Qris.  Tapi saldo M-banking saya tetap terpotong dan tertulis sukses"", padahal saldo e-money saya tidak bertambah, minta kejelasanny https://t.co/HtCydIVfEw""",neutral
Beberapa keuntungan menjadi merchant QRIS Bank BPD Bali : hanya terima transaksi dari penerbit Indonesia saja ❎ NERIMA transaksi penerbit Indonesia dan ASEAN ✅  uang masuk ke rekening nunggu malem atau besok ❎ uang masuk ke rekening langsung setelah transaksi (real time) ✅,neutral
"@KakMugi Kalau QRIS ga delay dan instant tanpa pending mungkin pedagang ga akan ada masalah  Biaya admin ku make Xendit cuman 0.7% itu ga terlalu mencekik sih, transaksi 5 jt sebulan hanya kena 35rb  Masalahnya hanya yg pending pending cairnya yg kadang langsung butuh",positive
"Blu nih kalo dipake transaksi malem2, banyak bet alasannya😂 Tetau noreknya ga terdaftar BI-Fast lah, duitnya nyangkut di mana tau, scan qris tetau gabisa🤡",negative
"@HaloBCA Hi CS BCA, untuk pembayaran contactless/QRIS di luar negeri (singapore misalnya). Apakah ada potongan service fee? kalo ada berapa persen dari nominal transaksi?",neutral
"@sosmedkeras Tambahin biaya admin tuh, soalnya udh berlaku MDR dri BI utk QRIS, 0.3% per transaksi (utk usaha mikro) klo yg lain 0.7%, biar bendaharanya ga nombok🙂",neutral
"Assalamualaikum, BMers!   Selain untuk membuat transaksi usaha lebih praktis, Syariah Payment juga bisa jadi solusi untuk memudahkan sedekah di masjid &amp  insyaAllah jadi lebih aman. ✨   Ini saatnya jadi mitra QRIS Bank Muamalat dan rasakan manfaatnya! ✨   #MuamalatMerchantApp… https://t.co/Tgmd5EtmHE",neutral
@joinedsept2012 Dengan senang hati kami informasikan Bapak/Ibu Pelanggan. Pembayaran menggunakan Contactless/QRIS di luar negeri semisalnya di negara Singapura maka tidak ada biaya tambahan atas transaksi tersebut.  🙂 Tks^Javi,neutral
"@joinedsept2012 Mohon dapat informasikan apakah yang dimaksud melakukan transaksi transfer dari BCA ke bank luar negeri, ingin transaksi menggunakan QRIS untuk merchant di luar negeri dan input PIN atau lainnya, agar dapat kami informasikan sesuai kebutuhan Bapak/Ibu Pelanggan. 🙂 Tks ^Steffy",neutral
"@gojobogor Hai, Kak @gojobogor. Kakak bisa kok transaksi QRIS blu di Indomaret. 😊",neutral
"@ImperialistsL Qris kan diterbtin"" sama provider, nah bberapa provider emg biayanya lumayan juga buat transaksi kecil""",positive
"Perubahan belanja masyarakat terasa, QRIS Bank Mandiri tumbuh pesat! Tak heran, transaksi non tunai kini jadi pilihan utama https://t.co/fT1DYw7CXt",neutral
"ini main danapoly, tinggal lempar dadu. sekali lempar butuh 5 dana poin. cara dapetin ekstra dana poin bisa nyelesaiin misi tertentu, kaya transfer sesama dana, bank, scan qris, transaksi, dll. sebelum mulai misi jangan lupa klik go"" ya. https://t.co/6yHYWbX9Jv""",neutral
"sekalian kode qris yg biasanya uda nempel/diletakkin diakrilik stand, klo kasirnya lagi puadet biasanya ga teliti lebi baik aplikasi kasir yg dipake uda memuat qris ato cetak qris di edc soalnya klo transaksi blom berhasil biasanya ga akan nyetakkin struk/masuk mutasi",neutral
💚 cara bikin qris yg kaya orang2 buat jualan ntflx v1u dll itu gimana ya? Trus ada potongan biaya kah tiap ada transaksi yg masuk,neutral
"@eunoxxa Dana gw akunnya dihack orang, tbtb ada transaksi pake qris gitu",negative
"@awraxel Gada ngapa2in, tbtb pas cek dana ada notif transaksi ke qris gitu",negative
"Dengan transaksi lewat website, Teman Bareng bisa pantau status order, aktivasi hingga perpanjangan.  Kelola semua subskribsi produk digital favoritmu cuma dalam satu dasbor!📲  https://t.co/EPuSjlfQKd…  Tersedia metode pembayaran melalui DANA dan QRIS.✅ https://t.co/Or3gzTb7Ra",neutral
"perna ada customer iseng katanya uda scan qris terus bayar padahal dari aplikasi blum muncul laman transaksi berhasil, uda ngotot katanya uda bayar ternyata yg ditunjuk pict yg uda diedit+di mutasi gaada awokwowkwok salah kon garapi aku",negative
"@joinedsept2012 Untuk saat ini transaksi menggunakan QRIS tidak dikenakan biaya, namun untuk transaksi QRIS Cross Border di Singapura belum ada informasi implementasi lebih lanjut dikarenakan untuk saat ini QRIS Cross Border baru di Thailand dan Malaysia ya Bapak/Ibu Pelanggan. 🙂 Tks ^^Lulu",neutral
"Dapatkan potongan 20K untuk pembelian tiket konser DEWA19, dengan transaksi menggunakan DEBIT/CC/QRIS Bank Mandiri, pilihan tiket sebagai berikut : ✨Bintang : 390K jadi 370K ✨Pandawa : 290K jadi 270K TANPA SYARAT &amp  KETENTUAN, tersedia di MOJO DI Panjaitan, RingRoad &amp  Setia Budi https://t.co/8Fke4m7Zos",neutral
"Catet gaes , kini Bank Mandiri telah sampai dgn akhir Agustus 2023 telah menembus 500 juta transaksi, dgn pertumbuhan mencapai 190% YoY, laju transaksi QRIS Bank Mandiri pun terus tumbuh signifikan selaras dengan tren belanja masyarakat yg telah bergeser ke transaksi non tunai😎 https://t.co/PQ75bvBUcM",neutral
"Jempol dua buat Bank Mandiri yang telah memproses sampai dengan akhir Agustus 2023 telah menembus 500 juta transaksi, dengan pertumbuhan mencapai 190% YoY . Tidak kalah, laju transaksi QRIS Bank Mandiri pun terus tumbuh signifikan selaras dengan tren belanja masyarakat👍🏻😎 https://t.co/uOGPjSMQFr",neutral
"Dgn menembus 500jt transaksi , transaksi BI-FAST di Bank Mandiri sampai dgn akhir Agustus 2023 , kini dgn pertumbuhan mencapai 190% YoY,laju transaksi QRIS Bank Mandiri pun terus tumbuh signifikan selaras dengan tren belanja masyarakat yg telah bergeser ke transaksi non tunai 👍🏻 https://t.co/4sjoDYA8bZ",neutral
"Dgn menembus 500jt transaksi , transaksi BI-FAST di Bank Mandiri sampai dgn akhir Agustus 2023 , kini dgn pertumbuhan mencapai 190% YoY , laju transaksi QRIS Bank Mandiri pun terus tumbuh signifikan selaras dgn tren belanja masyarakat yg telah bergeser ke transaksi non tunai 👍🏻 https://t.co/4slfBOmkKm",neutral
"Catet gaes , kini Bank Mandiri telah sampai dgn akhir Agustus 2023 telah menembus 500 juta transaksi, dengan pertumbuhan mencapai 190% YoY, laju transaksi QRIS Bank Mandiri pun terus tumbuh signifikan selaras dgn tren belanja masyarakat yg telah bergeser ke transaksi non tunai😎 https://t.co/78zmRyX1YY",neutral
"Tidak hanya itu, transaksi QRIS Bank Mandiri juga menunjukkan perkembangan yang kuat sejalan dengan tren pergeseran belanja masyarakat ke transaksi non tunai, mencerminkan kesiapan Bank Mandiri dalam mengikuti perubahan preferensi pelanggan. https://t.co/u0c1ux7blx",neutral
Keberhasilan Bank Mandiri dalam meningkatkan jumlah transaksi BI-FAST dan pertumbuhan transaksi QRIS adalah bukti nyata bahwa bank ini terus berinovasi dan beradaptasi untuk menjawab kebutuhan perbankan yang berkembang. https://t.co/kRaUoTi7sb,neutral
"search nama dan nomor rekeningnya di search bar juga.. kalo bisa JANGAN transaksi ke QRIS karena susah dilacak penerimanya.  kalau dikasih nomor hp, cek dulu di get contact. ga bisa disearch/di-disable: JANGAN TRANSAKSI!!",negative
"damn, di tf 1p 💔💔💔 dia minta tf lewat qris, kalo ketemu AN kyk di foto hati' yaa. setiap transaksi harus cek dulu di riwayat transaksi nya. gak sengaja bgt tadi kehapus chat nya 😭😭 https://t.co/TLuJETVUVz",neutral
"Sampai dengan akhir Agustus 2023, transaksi BI-FAST Bank Mandiri menembus 500 juta transaksi, transaksi QRIS Bank Mandiri pun terus meningkat. https://t.co/f9WuXiWjXT",neutral
"Selaras dengan tren masyarakat yang transaksi non tunai, QRIS Bank Mandiri pun terus tumbuh signifikan dan jumlah transaksi BI-FAST di Bank Mandiri menembus 500 juta transaksi. https://t.co/Vhq5wtKp3Y",neutral
Transaksi BI-FAST di Bank Mandiri terus bertambah kini 500 juta transaksi yang terhitung. Transaksi QRIS Bank Mandiri juga terus tumbuh signifikan. https://t.co/fDkUf5DzGw,neutral
"Agustus 2023, Transaksi BI-FAST Bank Mandiri menembus 500 juta transaksi dengan pertumbuhan mencapai 190% YoY. Transaksi QRIS pun tidak kalah dan terus menerus tumbuh secara signifikan. https://t.co/t5P9nyUbtj",neutral
"Transaksi QRIS Bank Mandiri terus meningkat selaras dengan masyarakat yang lebih sering transaksi non tunai, Jumlah transaksi BI-FAST pun mencapai 500 juta transaksi di akhir Agustus 2023. https://t.co/jjTyLV1dyT",neutral
"@onmyown87 Hai, Budi. Dapat diinformasikan lebih lanjut, apakah terkait dengan kendala transaksi QRIS? atau seperti apa? agar dapat kami bantu informasikan secara tepat. 🙏",neutral
Belanja di Manhattan berhadiah Mobil....   Khusus transaksi melalui EDC &amp  QRIS Bank BRI  dan berlaku untuk pembayaran dengan Bank Apa saja...  Khusus pengguna produk BRI berlaku kelipatan dan dobel kesempatan .... https://t.co/f8BXPKkUpg,neutral
@ezash sebulan paling banyak narik cash 500k doang sisa nya transaksi pake CC debit atau qris,neutral
"Amino Hospital telah merespon adanya era digitalisasi transaksi non tunai, optimalisasi pengendalian biaya dan mutu layanan keuangan, dengan tersediannya QRIS Bank Jateng di Amino Hospital pelanggan lebih cepat dan mudah melakukan pembayaran. #sobatamino  #aminopancenAPIK https://t.co/DlNjopVt8X",neutral
