,No,Komentar,Label,Hasil Klasifikasi,Kategori_0,Kategori_1,Kategori_2,TP_0,FP_0,TN_0,FN_0,TP_1,FP_1,TN_1,FN_1,TP_2,FP_2,TN_2,FN_2
3916,369,bi blokir qris indikasi transaksi judi daring,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5845,370,qris diskon minimal bayar pajak lumayan banget,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6443,371,januari bayar qr code indonesia wajib mengunakan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4024,372,qris nila jt merchant konfirmasi masuk terpotongdi mutasi hasil notifikasi status transaksi minimal solusi uang jt,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
4528,373,qris edc atm transaksi aman,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1176,374,kakak berat transaksi bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2267,375,kere nderku prokes viral kemarin hadir cashback ayo langsung kunjung merchant favorit laku transaksi mengunakan qris seabank,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3945,376,dpr bi evaluasi qris transaksi judi daring,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1333,377,transaksi qris periode libur lebaran topang utama naik asal transaksi merchant,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1597,378,kecangihan teknologi inovasi mudah transaksi rasa imam darto siar radio komedian aktor tulis skenario presenter bagi cerita qris bikin bayar praktis sat bayar zakat,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
7117,379,asalamualaikum sahabat mandiri syariah bayar mudah banget tinggal scan qris mandiri syariah bayar mudah insyaalah,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
6778,380,kabar penguna akun januari merchant sistem qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5120,381,topup shopepay mobile banking bayar qris bisa bayar shopepay situ gedeg topup lebih nol bangsat bayar oke sial nglirik njawab asu,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
417,382,transaksi mudah qris kb bukopin kb bukopin baik banget,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
7637,383,cushion bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5473,384,banget alas transaksi qris unggul tunggu transaksi qris finpay money,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
2315,385,konsep bayar bayar oake qris gimane niat bayar tunai qris mending bayar bayar pusing pusing astagfirulah,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
336,386,habis transaksi qris kurang merchant masuk sangkut mana uang,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
4228,387,qris seabank cashback rp seasonal tastes oktober desember minimal transaksi rp,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3057,388,qris request timed nya gas transaksi nyangkut pulang takut bayar dobel,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
931,389,enak wory kendala koneksi hambat proses transaksi kayak qris andal konektivitasjaringan internet,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
994,390,suruh trf qris least nomor biar cek getcont kena scam grgr tolol beter transaksi ful syopi splitpay risky tbh cek testimoni blio search usn lupa,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
370,391,nominal ikhlas uang bayar lu nya transaksi qris transaksi gara transaksi mesin lu error mobile banking hasil tipu lu,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
6,392,spotify akun ned fast bayar qrisbni,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5799,393,transaksi daring gampang tinggal scan qris brimo bayar virtual credit card,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1725,394,ayo cari bom bonus tiktok minimal deposit id game tiktok deposit pulsa ewalet bank transaksi cepat praktis qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
991,395,btul qris handphone nya lambat bikin banget alam minimarket orang bayar qris parah banget suka kasir suka debit qris sinyal jelek rekomendasi,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
625,396,sapa joki poster komik dakwah ramadhan mati bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2209,397,bayar payment kai drtdi bayar kayak ganti qrisaku fe,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3115,398,syarat tentu periode promo agustus transaksiuserhari promo laku transaksi mengunakan qris btn mobile promo gabung program promo,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
406,399,kayak salah kompetisi nasional vote qris kayak paytowin,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6600,400,isi adir eziokwu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5223,401,diy qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
7354,402,karya buka komis bayar qris lihat,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1000,403,aneh apa qris seler nyabuyer bayar qris bankewalet mana pertanyan relevan,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
2942,404,bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3936,405,lupa jajan hokben gin ribu cashbavk ribu bayar qris blu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4187,406,xi beli tiket deluxe gratis tiket qris tmrw sabtu mingu laku beli langsung laku transaksinasabahari laku kelipat split bil laku bioskop deluxe laku imax premiere,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5780,407,ungar kudu banyak transaksi qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3814,408,want sel kuota xl akrab sharing gb rewards gb kuota fix gb lokal area gb aktif harga sisa al payment qris fastresp,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7286,409,pasar tradisional makasar mengunakan transaksi digital qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5224,410,jual makan qris mami,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
2596,411,mgetwit gara transaksi dobel make qris hadeh niat direct message akun bank scrol mana besok puas buka twiter nya,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
7558,412,selamat siang febriawan mandiri kartu kredit transaksi qris aplikasi livin mandiri,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1318,413,gokil transaksi qris roket periode libur lebaran,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4577,414,mbak taylor belanja bayar qris kasir nunjukin bukti hasil transaksi layar handphone foto catat manual,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
27,415,hah bayar tunai rumit kemanamana bawa handphone payment belanjan gampang qris nya alo bank tipe cashles mana pegang tunai ayo komen bawah,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1747,416,wta qris shope partner potong narik duit jam,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1082,417,alfa indo sekitar bayar qris bisa shope kala malas top,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4428,418,tolong signal xl mal park semarang dikuatin transaksi qris susah terima xl,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1706,419,ims infinite live concert planing lihat mobil ims surabaya diskon tiket bundle masuk ims surabaya transaksi danamon qris dbank pro ribu ribu beli tiket spot tiket box,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2823,420,mba charge langgan bayar qris debet cardc fe nya dagang tangung,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
2260,421,promo cashback cashback dimanamana cashback bayar qris ketingalan jaman ketingalan promo nya promo qris unlimited aktifin promo nya rp terusterusan,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
7462,422,wetv premium paynya qrispay drop plnya,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
647,423,bayar qris tinggal scan aplikasi mandiri livin rumit praktis langsung kelar gampang banget baik mandiri,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3409,424,al qris acount emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3831,425,atm mobile banking qris produk karyawan pilih kenya stop transaksi riba ambil keuntunganya produk,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
5463,426,mah iya qris seabank au lihat entar,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
1464,427,transaksi qris cros border singapura,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1724,428,ingat hobi jajan cek nama merchant qris sesuai tuju transaksi profil usaha merchant biar transaksi nyaman ayo cek tips aman qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6392,429,hehehehehe mbakwa owhat hapened dj khaled,Positif,Netral,FN,FP,TN,,,,1,,1,,,,,1,
3486,430,menit sender cary yel venti kokomi ei party andal lawan apep lai detailed report chat folder gdrive isi kait avail qris handled ac lots love,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4918,431,pagi kamis mingu kemarin transaksi shopepay bayar qris shope bayar debet jual masuk konfirmasi bayar mengunakan qris shopepay debet,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6603,432,chi,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
2553,433,terima ewalet sedia bayar qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
7373,434,mudah laku transaksi bisnis bjb qris bank bjb beli senang menang untung mudah bjb qris merchant ayo laku registrasi bjb qris merchant kantor cabang bank bjb dekat kota,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1315,435,gokil transaksi qris roket periode libur lebaran,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
1284,436,transaksi malaysia bayar qris hariini,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
7145,437,jiah hahaha biaya top rp bank sebal kau pikir kau untung bank aplikasi nya fitur bayar qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
1334,438,asosiasi perbanas juta penguna qris optimal transaksi digital,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6346,439,owambe,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
5683,440,livin fitur rekap transaksi tahun syok nominal payment qris biler dk mean,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
7305,441,pasar anyar ajak beli qris sat transaksi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3527,442,al qris acount emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5207,443,qris mandiri coba max coba untung untung masuk,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
6004,444,ayo sedekah subuh pesantren rupiah bahagia adik santri scan kode qris mudah sedekah rekening donasi bsi peduli yatim,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
2819,445,simpel sop turnitin nomor repository file nomor repository proses tunggu menit buka admin tidur cek bayar bebas halaman non filter bayar shopepay linkaja qris seabank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2112,446,wilayah kahitna konser ims infinite live diskon tiket bundle masuk ims surabaya bayar qris dbank pro ribu ribu beli tiket spot tiket box traktir teman alau bareng,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3380,447,ratus qris acount emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1413,448,malam transaksi qris merchant payment masuk jenius potong pas telpon layan langgan pemeliharan sistem pemeliharan sistem aps akses,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
6431,449,bayar non tunai kian mudah tukang bakso hinga turis qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5089,450,malam transaksi qrisdebit merchant lampu merah margo mati chaotic night,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
4785,451,sobiz indibizpay aplikasi usaha milik fitur bayar qris gratis integrasi bank indonesia top tagih tambah hasil kasir catat transaksi jual toko,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1603,452,transaksi qris living mandiri may piza hut disc kopi kenang diskon masuk komplain piza hut suruh hubung mandiri kerja fu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5102,453,indonesia transaksi qris negara,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7559,454,tawarin netflix hari bayar neobankqris tambah biaya,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4663,455,senang hati informasi bapakibu langgan bayar mengunakan contactlesqris negeri negara singapura biaya tambah transaksi tksjavi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1038,456,qris nempelin qr pas bayar qris suka tolak,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
2539,457,belanja perak qris hah hoh hah hoh bayar handphone lambat scan cr code,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3658,458,inovasi dishub bayar parkir tanjungpinang mudah qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4709,459,tujuanya tuju giat lomba asah skil kreativitas kampanye pengunan transaksi digital aman rumit qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
553,460,ned canva bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4889,461,minimal coba jajan qris grab tulisanya kode valid qrisnya pakai transaksi grab bike,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
6955,462,cuci uang gampang banget benar jasa convert qris hasil tipu scan qris cair uang bersih,Positif,Netral,FN,FP,TN,,,,1,,1,,,,,1,
6198,463,ragu ragu buy sushi hero nipah mal bayar qris samsek bawa tunai way hero makan ichiban bayar qris ragu ragu fine bayar qris hero kayak,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
252,464,sederat manfat transaksi non tunai qris pontianak kalimantan barat mudah praktis,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
975,465,real situation surabaya transport bayar tap kartu qris masuk langsung tap kartu bayar qris orang sat bis jalan nungu payment hambat sinyal diri pintu bis duduk manis kursi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1043,466,sila beli mesin kasir outlet cgv pilih qris metode bayar scan qris mengunakan aplikasi blu pasti kode kupon blucgvqris pasang halaman konfirmasi lanjut bayar,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7357,467,gaji syukur tabung syukur bagi bagi kukang banget scanupload qris ewalet,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1113,468,merchant ciamis ngenain charge rp bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7490,469,jujur sender tremor salah orang qris lacak jujur lupa qris cari transaksi nama bantuin tolong,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
5276,470,bayar qris brimo minimal ribu cashback poin,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1963,471,tiket kahitna promo danamon qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5634,472,pemberitahuan transaksi beli mengunakan qris biaya tambah rp potong otomatis sistem bank ewalet ubah terima,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2435,473,pergi bawa handphone enak bayar qris bingung anak cashles bunda,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
2998,474,untung fitur qris aplikasi adiraku tinggal scan barcode langsung bayar transaksi cepat mudah ayo langsung unduh registrasi aplikasi adiraku,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
315,475,asalamualaikum bmers zaman cangih mudah transaksi usaha syariah payment praktis aman fleksibel ayo gabung mitra qris muamalat biar pelang bayar gampang ngutang,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6402,476,anya adir boys,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
6763,477,bayar akun sabru masuk akun simobi bayar scan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3712,478,qris kau yok,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1648,479,lihat ims surabaya cashback transaksi danamon qris dbank pro loh gilak ngedate ayang,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2602,480,bi bebas tarif qris transaksi rp ribu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5264,481,xi transaksi qris beli makan rp double payment tambah tunai rp layan langgan qris gagal bank kait transaksi hasil refund jam nomor refund,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5314,482,sesal dikit kemarin bayar debit qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3618,483,rilis original server skin kaja inferno taskmaster skin hylos digie bayar qris harga baik open reseler website layan langgan,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1555,484,ada ngescan qris transaksi jam direct message,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6326,485,data,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2066,486,khawatir laper ims surabaya danamon transaksi sana cashback qris dbank pro,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6352,487,perban implementasi qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3735,488,kosong qris al ac emailpasword go gren masuk mtht pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3260,489,pelaksanan pekan qris nasional wisata belanja kalimantan timur samarinda mana unjung wajib scan rp kupon undi hadiah potong harga rp total transaksi qris bankaltimtara taping,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4966,490,minimal kemarin langgan transaksi mengunakan qris notif customer nya mengunakan ewalet hasil cek aplikasi go biz masuk,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
511,491,cerita dikit kayak tanggal maret jajan abang pingir jalan total belanja malas gerak uang tunai bayar qris maret acara bareng jawat rs cek mobile banking transaksi apa,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2256,492,spotify premium cuyh bayar qris,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
185,493,pengunanan qris jconect merchant transaksi capai rp triliun penguna jconect mobil capai user transaksi rp triliun,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3411,494,ratus al qris ac emailpasword go gren masuk mtht random pesan direct message,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
338,495,tyson phm keluh keluh transaksi qris sila tungu informasi direct message terima pf,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4865,496,bayar qris outlet bilang staf nya qris takut transaksi nya pendingagal refund nya minguan finance nya hahahaha engak mbak finance nya,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
554,497,sedekah subuh ayo lewat keberkahanya rupiah butuh adek santri scan qris nya rek zakat infaqshodaqoh yayasan darul marifah hidayatulah bsi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6461,498,ja share qris mudah transaksi gengaman ponsel,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
4847,499,nasabah hilang uang rp juta transaksi qris fraud salah sistem,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
568,500,yha nya pesan qris tf bank,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4370,501,nganter anak bawa ribu isi bensin belah jual buah banget iseng jual qris pesan kang buah keren banget kembang mudah transaksi,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1198,502,brimo transaksi bayar takjil praktis fitur qris bayar zakat fitur donasi thr,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2666,503,sobat shope ayo nanti shopepay gaji seru nikmat ekstra untung total ribu bayar qris top games spaylater bank cashback ribu cek informasi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7155,504,df lihat barcode qris kode bayar lila sociola shopepay bayar webnya close terima,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
6058,505,transaksi qris lesat persen april,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
1117,506,bayar qris seabank beli kopi kenang promo cashback ribu loh promo laku juni gerai ofline kopi kenang ayo balas untung,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
4131,507,oiya transaksi qris instagram mention tg aplikasi qris pas jajan langsung scan qris cepat banget flownya,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4991,508,hubung contact tindak informasi lapor transaksi qris proses maksimal kerja lapor,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2753,509,qris underage tf tfan fp bayar minimarket sj,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5934,510,asalamualaikum bmers kepraktisanya oknumoknum bertangung sat transaksi qris hindar jadi harap ayo pasang muamalat merchant aplikasi jual,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
6906,511,untung transaksi mengunakan qris mudah kode qr terima bayar merchant beda,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3703,512,gampang bayar qris kartu kredit brimo inovasi hadir layan transaksi bayar qris pakai kartu kredit aplikasi aps brimo,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1223,513,era digital sat quick respons code indonesian standard qris metode bayar populer indonesia qris transaksi nontunai cepat mudah aplikasi dompet digital mesin kasir,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5917,514,hemat hemat hemat hemat also mba qris,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
2136,515,hy spes sasing open joki tugas bhs ingris langsung chat fe jangkau cepat muas garansi revisi bayar ewalet qris pricelist testi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
2011,516,traktir masuk ims surabaya mumpung diskon transaksi danamon qris dbank pro lumayan banget ribu ribu,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
6836,517,wajib bayar nontunai qr code pekan qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6570,518,pengunan layan qris harap dorong efisiensi transaksi cepat inklusi uang daerah,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
5417,519,ayo bayar barangkali beli sharing pahamify zenius dia harga murah amanah lihat jadwal sharing direct message qris al ewalet testi,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
79,520,transaksi qris otomatis masuk rekening,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
2579,521,cari mam bayar qris rumah tunai samsek ayam geprek favorit qris skip hua,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1846,522,pgn ajak doi konser ims infinite live kahitna ges tiket bundle diskon ims surabaya danamon qris dbank pro ribu ribu beli tiket spot tiket box mantap seru banget kayak huhu okede gas,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
7713,523,akun bisnis qris pined mutualan cepat,Negatif,Positif,FP,TN,FN,,1,,,,,1,,,,,1
4397,524,bowleh bayar qris serius,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6844,525,luncur bank indonesia qris aplikasi standard qr code indonesia aman transaksi digital aplikasi ewalet pasti scan qris sehinga transaksi praktis,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1596,526,qris ayo cek taut moga informasi bantu lupa ajak temantemanmu transaksi mudah efisien,Netral,Netral,TN,TP,TN,,,1,,1,,,,,,1,
1230,527,dolphino mohon maf ketidaknyamananya program promo cashback transaksi sukasuka qris payment livin mandiri merchant kuliner piza hut periode desember mekanisme nya sayurbox,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4051,528,enak jakarta bogor depok tangerang bekas jakarta transport integrasi turun kereta api jarak langsung sambung krlbus trans jakartalrt paymentnya gampang banget transport qris,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
6064,529,deposit tanpan rumit qris gampang mudah detik langsung proses coba buru bonus nya ribu,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
3095,530,scan qris co klik link bawah fast response fast transaksi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3350,531,rtp gacor jamin tergacor baik minimal deposit id game deposit pulsa ewalet bank transaksi cepat praktis qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1762,532,nyaman butuh kendaran daring enak blue bird aps ketimbang gjekgab asli service nya enak ojol untunguntungan plus argo fixed price pilih payment non tunai qris,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
6624,533,rangkum berita startup teknologi indonesia pek oktober himpun kabar linkaja terap qris mitra transaksi emas tokopedia signifikan lai post rangkum berita,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
6667,534,pengunan qris pasang baru aplikasi mobile buka menu qr scan qris input nominal static cek nominal dynamic masuk halaman konfirmasi nominal transaksi masuk pin mbca bayar hasil informasi akses alif,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
5648,535,era digital syukur mudah belanja ecomerce transaksi ewaletqris komunikasi mudah orang tonton hibur,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
7459,536,antigen stasiun bekas bayar qris mohon terimakasi,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4440,537,maintenis jam pagi pas beli steam walet qris transaksi tunda kali alami ujung nya batal batas bayar besok lapor layan langgan bank nya balikin dana niat,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2725,538,kayak pas bayar indomart suruh tampilin barcode beda qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
2384,539,ned netflix bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7581,540,kado natal besok mumpung sobat beli kado bayar scan qris bifast kirakira sobat transaksi digital natal,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3356,541,bubur beli cimol qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
4321,542,serius beli minum situ bayar qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
7375,543,error scan qris,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
3839,544,qris kode bu kasir otomatis cibiru songong bin ngotot transaksi qris limit duhduh ainhale exhale urus uang pusing moga hari,Negatif,Negatif,TN,TN,TP,,,1,,,,1,,1,,,
1260,545,ayo qris transaksi non tunai pilih sobat,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
678,546,alhamdulillah qris donasi semarang menfes buka kumpul total transaksi total uang rp moga amal kakak berkah senantiasa alah lipat ganda rezeki kakak aamiin,Positif,Positif,TP,TN,TN,1,,,,,,1,,,,1,
5108,547,qris shopepay transaksi tolong baik minimal,Netral,Positif,FP,FN,TN,,1,,,,,,1,,,1,
3509,548,sedia nomor transaksi convert ewalet qr link desak utama qr transaksi convert ewalet pulsa wajib input notes terima convert bank qris,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3186,549,bank indonesia bi resmi luncur quick respons code indonesian standard qris tuntas fitur qr transaksi tarik setor tunai sedia jasa bayar pjp cepat lambat sumateraekspres,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
648,550,banget livin bank mandiri tinggal qris transaksi hari rumit,Positif,Negatif,FN,TN,FP,,,,1,,,1,,,1,,
1933,551,nonton rizki febrian ims infinite live diskon tiket bundle masuk ims surabaya transaksi danamon qris dbank pro ribu ribu beli tiket spot tiket box murah traktir teman,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
1094,552,smekom tips list merchant available scan qris try scan qris bayar malu,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
3403,553,belanja butuh qris cashback beli paket qris unlimited aplikasi gojek rp loh dapat cashback tambah rp periode september laku beli paket kupon,Netral,Negatif,TN,FN,FP,,,1,,,,,1,,1,,
