created_at,Text,Sentiment,Score
2023-11-28 03:02:06+00:00,"indonesia sok sokan ngembangin qris dan pembayaran digital lainnya biar modern dan cashless apa lah itu.  telek kambeng, ga guna cashlessmu itu kalo qris dibatasin merchant minimal 50k baru bisa transaksi. jelas jelas qris Rp1 aja bisa diterima",negative,9.944.631.457.328.790
2023-11-28 03:16:32+00:00,@afrkml beli jajan tp bayar lewat qris,neutral,9.609.835.743.904.110
2023-11-28 03:22:51+00:00,"@arorossy sebetulnya kebanyakan yg menerapkan minimum transaksi itu yg bagian EDC/debit sih kak. kalau qris setauku kebanyakan gak menerapkan minimum.  tapi ya itu tadi, ada aja merchant yg juga sekalian menerapkan minimum pembayaran untuk qris.",neutral,9.212.004.542.350.760
2023-11-28 03:40:53+00:00,Bisa transaksi non-tunai pake HP di Indonesia dan luar negeri terdengar 'too good to be true'?? 😱  Berarti qaqa belom tau 3 inovasi QRIS yang lagi dikembangin ini! Auto bikin kamu ngerasa kayak lagi di film-film sci-fi~ 🤖🤳  #ayopakaiQRIS https://t.co/MIa9ZuHbjZ,neutral,5.933.552.980.422.970
2023-11-28 03:40:55+00:00,3. QRIS SETOR TUNAI Fitur ketiga ini akan memungkinkan pengguna melakukan transaksi setor tunai. QRIS Setor Tunai memanfaatkan metode pembayaran push payment di mana penyetor menunjukkan kode QRIS miliknya ke perangkat pemindai QRIS  di ATM atau agen.,neutral,9.927.231.669.425.960
2023-11-28 03:45:17+00:00,"Kamu tau gak sih, kalau sekarang QRIS gak cuma bisa buat bayar, tapi bisa buat transfer, tarik, dan setor tunai, bahkan dipake buat belanja di luar negeri! https://t.co/wR3kjNtYLm",neutral,8.698.554.039.001.460
2023-11-28 04:10:36+00:00,"@langgananlaprak @ubsansfess kalo ini kurang tau kak, soalnya belum pernah nyoba bayar pake qris",neutral,9.635.810.256.004.330
2023-11-28 04:19:33+00:00,"@jhobahobi @Myldaria @tanyakanrl Kak, 1000 doang bisa pake qris loohh😭",neutral,9.928.351.044.654.840
2023-11-28 04:22:05+00:00,"GUYS HELP ADA YG NGERTI GA? @HaloBCA semalem sy pindah saldo dari blu ke bca pas di cek saldo ternyata yg masuk ga sesuai, cek mutasi pun gaada riwayat transaksi. trs tadi pagi iseng cek lagi tbtb di mutasi ada transaksi qris padahal semalem gaada pake qris?! ini serem banget deh https://t.co/gpbppzWLqb",negative,8.666.144.013.404.840
2023-11-28 04:22:20+00:00,🍟 Jajan Untung 🗓 1 Desember 2023  jajan dapat CASHBACK 100% dengan bayar menggunakan QRIS Seabank jadwal promo di gambar  buka rekening Seabank https://t.co/I5giBD4mzj  Seabank di Shopee https://t.co/tO4JtG10au https://t.co/Gkh744NNXg,neutral,9.740.957.617.759.700
2023-11-28 04:24:36+00:00,Bisa bayar pake qris?,neutral,9.879.952.073.097.220
2023-11-28 04:24:51+00:00,"@brightuuin Dari tampilan yang Bapak/Ibu kirimkan merupakan koreksi atas transaksi QRIS sebelumnya, untuk memastikan bisa menghub HaloBCA dari sisi rek BCA 1500888 atau jika transaksi di rek Blu bisa hub HaloBlu :) Tks ^Pingkan",neutral,9.925.259.351.730.340
2023-11-28 04:26:04+00:00,"@ziziegirl_ Selamat siang, @ziziegirl_. Mohon maaf atas ketidaknyamanannya. Berdasarkan tampilan gambar yang dikirimkan, apabila sebelumnya Anda melakukan transaksi pembayaran melalui QRIS, maka keterangan KOR PAYMENT QRIS"". (1/2)""",neutral,9.414.357.542.991.630
2023-11-28 04:33:31+00:00,"Niatnya pake cash tapi bisanya qris, tau gitu beli di aplikasinya aja yang lebih murah 💔",neutral,8.482.432.961.463.920
2023-11-28 04:37:29+00:00,"@aussiebyuuuuuu Hai Sobat BRI, terima kasih atas antusiasnya pada promo Bank BRI. Tidak bisa ya, promo hanya berlaku untuk transaksi menggunakan Kartu Debit Mastercard dan BRImo. Silakan nikmati promo menggunakan fitur QRIS BRImo. (1)",neutral,9.200.782.179.832.450
2023-11-28 04:49:06+00:00,@velvef km pake qris manaaa shannn?,neutral,5.575.764.179.229.730
2023-11-28 05:00:17+00:00,"Diskon sebanyak ini mau kamu lewatin gitu aja?😱 Yuk, dapatkan promonya dengan transaksi pakai QRIS di myBCA biar dapet Diskon Hingga 50%!🤩   Cek di https://t.co/tFXJ4iUnjp https://t.co/Gu73VCovcm",neutral,9.648.563.861.846.920
2023-11-28 05:01:15+00:00,Mootsku yang pake qris neo sejauh ini transaksinya aman gak?,neutral,5.343.313.217.163.080
2023-11-28 05:14:19+00:00,@jhobahobi @Myldaria @tanyakanrl Gak ada nder. Tapii setiap ada transaksi pedagang akan dikenakan MDR jadi pendapatanya gak bulat ya karena potongan dan FYI transaksi dg QRIS (BCA) baru akan diterima H+1 alias besoknya. Mungkin beberapa pertimbangan tsb yg dijadikan syarat min pembelian,neutral,7.254.366.278.648.370
2023-11-28 05:16:29+00:00,"@Myldaria @tanyakanrl Kalah sama warung ayam geprek, 26k aja pake qris bisa 😂",negative,6.852.242.350.578.300
2023-11-28 05:17:09+00:00,"Info dong, mie ayam tumini bisa bayar pake qris kaga?",neutral,9.812.785.387.039.180
2023-11-28 05:43:57+00:00,"@Myldaria @europasauruss @tanyakanrl Pernah aku bayar pake uang receh seribu duaribuan sama koin gara2 mau bayar pake QRIS/DEBIT ada minimalnya, aturan kalo memang ada minimal ya kasih tulisan yang gede gitu di Deket barcode nya.",neutral,8.739.856.481.552.120
2023-11-28 05:47:07+00:00,"@KAI121 Info dari mbak CSnya, kalau bisa jangan bayar pake QRIS di app KAI.",neutral,9.977.478.384.971.610
2023-11-28 06:20:14+00:00,andai yg jual kelapa muda pake qris kan enak haha,positive,9.960.734.844.207.760
2023-11-28 06:22:43+00:00,@unnesmenfess ini bisa pake qris ga ya nder,neutral,9.958.394.765.853.880
2023-11-28 06:23:41+00:00,@alfabettta @unnesmenfess dia bisa pake qris ngga ya kakk,neutral,9.949.604.272.842.400
2023-11-28 06:24:16+00:00,Ini dia cuplikan keseruan Nyok Pake Qris Fun Zumba kemarin Minggu (26/11) Siapa aja nih yang kemarin join? Absen di kolom komen! 😁  #BankIndonesia #DiSetiapMaknaIndonesia #NyokPakeQRIS https://t.co/F0LKZre0G8,neutral,982.357.382.774.353
2023-11-28 06:43:08+00:00,@dotisaridoti Untuk pembayarannya pake qris atau cash kak?,neutral,9.952.806.830.406.180
2023-11-28 06:44:50+00:00,@catnitp masih pake qris dabis aku,neutral,9.759.292.006.492.610
2023-11-28 06:52:43+00:00,"@cinema21 Hai XXI, Saya transaksi QRIS pembelian makanan sebesar Rp 103.000.  Akhirnya saya melakukan double payment dgn penambahan cash Rp 103.000.  CS menyatakan QRIS gagal, sementara bank terkait menyatakan transaksi berhasil. Dan dana akan refund dalam 24 jam, tapi no refund.",neutral,9.477.589.726.448.050
2023-11-28 07:03:16+00:00,wtt dana 10k dibayar pake qris atau bni. fee 1k aja #zonauang #zonaba,neutral,9.898.443.222.045.890
2023-11-28 07:13:45+00:00,"yt prem dongg, drop pricelist bayar pake qris  #zonauang️ #zonaba",neutral,9.717.028.737.068.170
2023-11-28 07:21:38+00:00,Temen gw: Tapi bisa bayar pake qris kan? Gw: IYA SABIII PAKE QRIS UNTUK SEMUA Temen gw: qrisnya qrispatih bukan? Gw &amp  temen gw: ketawa ngakak sampe sakit perut,negative,6.730.979.084.968.560
2023-11-28 07:26:53+00:00,"Cassie 🇮🇩 kalo mau nonton tvxq di mama bs k hypera(dot)live ya, login pake gugel trus nanti cari channelnya mnet. Tp kudu premium bayar 4rb buat sehari 🥲 Bisa bayar pake qris. https://t.co/JbtBgAFEUk",neutral,9.799.736.738.204.950
2023-11-28 07:53:43+00:00,"Ni gada yang mau pinjamkan aku cash 8000 kahh, AKU MAU BELI BUBUR GA BISA BAYAR PAKE QRIS",neutral,9.291.305.541.992.180
2023-11-28 07:57:18+00:00,"@tuannputrimu @edleslicht Ttp ae ono sing njaluke gratis bar diterke nanti saya bayar lewat qris ya mas"" berhari-hari ga dibayar akhire dijarke drpda dioyak oyak mlh kyo wong ngemis 😂""",negative,9.652.332.067.489.620
2023-11-28 08:20:53+00:00,-ness tomyamku bisa bayar pake qris ga?,neutral,9.697.182.774.543.760
2023-11-28 08:22:04+00:00,@akhirjuniii @airlanggafess fyi qris sekarang motong 3rb/sekali transaksi😭,negative,9.068.043.828.010.550
2023-11-28 08:26:47+00:00,"@discountfess Tetep pake dana walau merinding disko karna cuma dia yang punya fitur QRIS, itu membantu bgt buat scan dimana aja soalnya",positive,9.166.186.451.911.920
2023-11-28 08:47:14+00:00,"ugm_fess aku cuma mau curhat aja, kalo kuliah gini pada byk yg pake qris kan trs kadang aku disuruh bayar semuanya dulu tar diganti. tp kadang ada yg ga ganti mana jumlahnya mayan apalagi kalo beberapa kali 🥹🙏🏻 kalo diminta ya allah aku gaenak bgt orangnya  (cont..)",negative,8.936.489.224.433.890
2023-11-28 08:49:09+00:00,@RacunBelanja ini gimana sih cara bayarnya? bilang ke kasir mau bayar pake qris seabank gitu ya? beda ya sama qris yang biasa dipajang di depan kasir?,negative,6.634.171.009.063.720
2023-11-28 08:59:17+00:00,@josua_hg @discountfess Bayar pake QRIS via BRImo min 50rb nanti baru dapet cashback poin 10% nder hehe https://t.co/1iLaobblu1,neutral,9.010.516.405.105.590
2023-11-28 09:00:41+00:00,Di Indomar3t bisa bayar pake qris ngga?,neutral,994.218.111.038.208
2023-11-28 09:01:22+00:00,"kejebak ujan di kantin kampus, pengen mi kuah, tp gapunya uang cash. gabisa bayar qris juga. anying lah",negative,9.966.070.652.008.050
2023-11-28 09:12:14+00:00,"[ 15 #ZonaUang ]  @woirding siap merangkai kata untuk kamu! Kamu bisa bayar via all e-wallets (QRIS) dan dapet wording yang jadinya paling lama sehari dengan harga affordable, ada bundle, dan free request. Get 'em now selagi masih open! 🌷🌬️ https://t.co/Rn2quWN68z",neutral,91.727.215.051.651
2023-11-28 09:26:07+00:00,@heyyellowc @bunniesmart bisa pake qris ngga kak?,neutral,9.923.161.268.234.250
2023-11-28 09:31:31+00:00,"@hkimkhairi2 CIMB dh boleh, hritu try scan qr QRIS (Indonesia) dia detect cuma tk bayar pun pakai qr tu. Sja nak tngok detect atau tak ja 😂",neutral,9.575.939.178.466.790
2023-11-28 09:32:27+00:00,"Proses cepat &amp  tepat, Depo QRIS Solusinya !!! Bingung mau main dimana dengan proses transaksi yang cepat? MPL777 saja! Jaminan deposit tercepat, Online 24jam dan aman!!!  𝐆𝐎𝐎𝐆𝐋𝐄 𝐏𝐄𝐍𝐂𝐀𝐑𝐈𝐀𝐍 : 𝐌𝐏𝐋𝟕𝟕𝟕 #mpl777 #slotgacor #depoqris #polagacor #pragmaticplay https://t.co/QbguoON6Of",neutral,673.031.210.899.353
2023-11-28 09:52:52+00:00,ada yang bisa jasa tf ke spay??? bayar via qris yaa #zonauang,neutral,994.350.016.117.096
2023-11-28 10:30:43+00:00,"@tanyakanrl Temenku pernah gada uang buat bayar parkir, terus minjem orang, diganti pake qris",neutral,5.263.919.830.322.260
2023-11-28 10:31:20+00:00,"@tanyakanrl Coba tanya bisa bayar pake Qris? Atau abang punya dana, sopay, atau gopay gituu, muka nya sambil melas yaa😭😭😭 aku pernah soalnya 😭",neutral,9.580.473.303.794.860
2023-11-28 10:44:03+00:00,"@stis_fess Ayam penyet depan gg sholihun, bisa pake qris, plus enak bgt tdk diragukan lagi😇",positive,9.808.732.867.240.900
2023-11-28 10:44:22+00:00,@tanyakanrl pinjem penumpang lain trs lu ganti pake qris,neutral,8.418.901.562.690.730
2023-11-28 10:49:22+00:00,-ness geprek ayah bunda bisa bayar pake qris ga si??,neutral,9.764.203.429.222.100
2023-11-28 10:49:49+00:00,"wtb layout by request yang bisa bayar pake qris, prefer yang ga banyak antri 👍🏻👍🏻 #zonauang #zonaba jangan tawarin ready stock ya 🥹",neutral,8.966.419.100.761.410
2023-11-28 10:53:22+00:00,@jajanbhlabels pake qris bisa ka kalo mau,neutral,9.965.141.415.596.000
2023-11-28 10:53:39+00:00,Tolol nemen wis pesen crepes tp ora nggawa duit cashhhh tolol abiz tolol saiki nyg deg degan nemen orabisa bayar qris,negative,9.966.015.815.734.860
2023-11-28 10:53:49+00:00,"Open jasa pinjam QRIS, Fee dihitung harian bukan per transaksi. Bebas transaksi berkali kali dan nominal berapapun. Langsung hubungi kita untuk detailnya^^  📩https://t.co/a7ONB04OMe Testi &gt  https://t.co/UNF80fSnGE #zonauang https://t.co/cyWvT1BXNN",neutral,9.822.155.237.197.870
2023-11-28 10:54:12+00:00,"[ 17 #ZonaUang ]  @woirding siap merangkai kata untuk kamu! Kamu bisa bayar via all e-wallets (QRIS) dan dapet wording yang jadinya paling lama sehari dengan harga affordable, ada bundle, dan free request. Get 'em now selagi masih open! 🌷🌬️ https://t.co/Rn2quWN68z",neutral,9.215.008.020.401.000
2023-11-28 10:54:49+00:00,@aedxiety Bisa pake qris ga ka?,neutral,995.629.072.189.331
2023-11-28 10:55:58+00:00,@zzw412 Fee bisa pake qris ga ka?,neutral,9.954.183.101.654.050
2023-11-28 11:00:37+00:00,"Gak perlu diragukan lagi!  Transaksi dengan ATM Bersama pastinya mudah, cepat, dan tepat. Apalagi kalau ada QRIS di toko andalan kamu, transaksi jadi gak perlu antri lagi. 🙌  Ada yang pernah cek khodam di tiktok live?  #ATMBersama #BebasBersama https://t.co/lSZchOk6ns",positive,6.671.791.076.660.150
2023-11-28 11:05:30+00:00,"@velamttqien Iyaa euy ga kepikiran gini, bisi basreng cibadak udah pake qris ya 😩",neutral,8.721.824.288.368.220
2023-11-28 11:05:35+00:00,"@bukalapak Min Ini kenapaa akun mitra bukalapak saya tidak aktif, saya baru aja transaksi menggunakan QRIS dari mitrabukalapak tapii tidak masuk ke saldo sayaa, Tolong ya, ini saya hubungi CS tapi tidak ada tanggapannya!",negative,9.477.660.655.975.340
2023-11-28 11:09:55+00:00,Pengumuman!!!  Wholesale Market Hadir di SCBD Park dari tanggal 1 - 14 Desember 2023.  Ini dia kesempatan kamu untuk belanja semua jenis kebutuhan dan keinginan kamu untuk mempercantik rumahmu.  Dapatkan Cashback 10% maksimal Rp250.000 dengan transaksi menggunakan QRIS agi.… https://t.co/HZvUZZYBrZ,neutral,9.609.474.539.756.770
2023-11-28 11:10:28+00:00,@tanyakanrl pake qris nder wkkw,negative,4.976.194.500.923.150
2023-11-28 11:16:10+00:00,Baru sadar transaksi ku pake QRIS banyak banget mo nangis😭,neutral,7.559.981.942.176.810
2023-11-28 11:17:22+00:00,"Sebenarnya Aku gak masalah sih bayar parkir 2k, cuma sebagai remaja Jompo, Aku jarang banget pegang Cash, dan aku butuh tukang parkir yg ada Qris nya 😭  ……………",neutral,664.180.338.382.721
2023-11-28 11:24:46+00:00,@FOODFESS2 guys bangor bisa bayar pakai qris ngga,neutral,8.766.080.737.113.950
2023-11-28 11:28:09+00:00,"banyak yg sok2an bangga cashless sampe lupa belum semua merchant melayani QRIS. minimal jangan maksain transaksi di warung yg gabisa QRIS klo gaada cash. minimal tau diri, bawa pegangan cash walau sedikit.  klo pada akhirnya lu ngutang ke temen, tp ga dibalikin mah lu kontol",negative,9.886.536.002.159.110
2023-11-28 11:37:32+00:00,kalau bayar cash berasa bgt duitku habis. kalau pake qris/belanja online/trf rasanya kek duitku unlimited anjenkkk padahal sama aja itu duit bukan duit mainan😭😭😭 cape bgt sm bintang maharani anjenk,negative,9.675.903.916.358.940
2023-11-28 11:38:54+00:00,@jogmfs Bisa pake qris dan gojek,neutral,9.969.198.703.765.860
2023-11-28 11:39:05+00:00,/Unej/ Ketoprak deketnya laundry anemon bisa bayar pakek Qris ngga ya?,neutral,9.693.949.818.611.140
2023-11-28 11:51:18+00:00,BERMAIN DI TOPAN4D SELALU BERI KAN YANG TERBAIK KEDAPA SETIAP MEMBER BARU DAN MEMBER LAMA🔥  BEBAS BELI FREE SPIN / BUY SPIN🔥  NB: MENANG BERAPAPUN SIAP BAYAR⚡⚡  🔥DEPO VIA PULSA &amp  QRIS TANPA POTONGAN🔥  🏧Bank Online 24 Jam  🔗LINK: TOPAN4D https://t.co/Wo4PX3otSu,neutral,8.983.635.306.358.330
2023-11-28 12:00:01+00:00,"Dengan aplikasi LinkAja, November juara untungnya!  Apapun bisa kamu lakukan mulai dari bayar tagihan, bayar QRIS, top up Kartu Uang Elektronik, bayar Grab &amp  Gojek hingga beli pulsa dan paket data di aplikasi LinkAja.  Simak informasi lengkap di tautan ini https://t.co/6e96gNwFQS https://t.co/YxSgeoFmmi",neutral,9.107.605.218.887.320
2023-11-28 12:04:01+00:00,"#zonauang tawarin appmus drop v juga, yang bisa pake qris",neutral,997.907.280.921.936
2023-11-28 12:04:59+00:00,@isseleu Pake qris dana kak bayarnya lebih amann,positive,7.035.419.940.948.480
2023-11-28 12:05:34+00:00,@zeedumpie pake qris dana biar aman donggg,neutral,9.321.699.738.502.500
2023-11-28 12:06:10+00:00,"Kira² bisa bayar pake qris gak ya di Danamon? kalo iya, transaksiku pasti banyak dan bisa ikutan Danamon Hadiah Beruntun #SemuaBisaMenang #MenangBerkalikali https://t.co/XHOlr1aOSg",neutral,7.867.996.096.611.020
2023-11-28 12:28:45+00:00,"Nyesel dikit knp kemarin bayarnya selalu pake debit, gk qris aja 🥲""",negative,9.900.152.087.211.600
2023-11-28 12:38:14+00:00,"@tanyakanrl Gue pernah kyk gini di tempat makn, gaada duit buat bayar parkir. Jd gue bilang ke kasirnya, “Kak, bayarannya aku tambahin 2k via Qris tapi kakak kasih 2k ke aku cash gmn? Urgent banget gapunya duit😭” trus kakaknya setuju dan akhirnya terjadilah transaksi gelap tersebut. Sekian.",negative,49.325.358.867.645.200
2023-11-28 12:46:02+00:00,"Untung bapaknya baik, aku dibolehin turun ga bayar 😭😭 makasih banyak, Pak 🙏🏻 kalau jaman sekarang nanya qris atau rekening bapaknya aja coba. Kalau beruntung banget, kadang ada penumpang lain yang nawarin buat bantu bayarin wkwk",positive,5.142.011.046.409.600
2023-11-28 12:49:22+00:00,"[ 20 #ZonaUang ]  @woirding siap merangkai kata untuk kamu! Kamu bisa bayar via all e-wallets (QRIS) dan dapet wording yang jadinya paling lama sehari dengan harga affordable, ada bundle, dan free request. Get 'em now selagi masih open! 🌷🌬️ https://t.co/Rn2quWN68z",neutral,9.145.158.529.281.610
2023-11-28 12:49:27+00:00,@tanyakanrl Kata gue mah lu pasang muka tembok terus minjem ke penumpang lain dan bayar pake transfer/qris/ewallet,negative,9.944.654.107.093.810
2023-11-28 12:49:34+00:00,"@baexiea Adaaa bep, tp pake qris aja mau ndaaaa?",neutral,983.245.849.609.375
2023-11-28 12:51:47+00:00,@tanyakanrl Bilang ke mamangnya Pake Qris bisa mang klo g bisa ngutang dl,neutral,9.708.310.961.723.320
2023-11-28 12:56:31+00:00,@PENTADIENA Mungkin ke gadobangkong kemudian jalan ke halte TMP masjid arridwan -&gt lanjut naik TMP Lambaikan ketika mau naik Bayarnya scan QRIS (bukti bayar tunjukkan ke pengemudi) atau pakai E-toll https://t.co/9H4QGoCDZH,neutral,9.946.460.723.876.950
2023-11-28 12:58:18+00:00,@emshandi @vvotanet Buat yg ga punya cc dan pengen pake qris https://t.co/pP5FX1RzDp,neutral,9.750.857.353.210.440
2023-11-28 13:22:27+00:00,Dpt driver gatau cara pake qris 😭🤏,neutral,895.851.194.858.551
2023-11-28 13:34:06+00:00,"@teokjinni @tanyakanrl Qris bisa, credit card visa boleh mastercard juga boleh, pake bitcoin juga bisa neng""""",neutral,9.293.035.864.830.010
2023-11-28 13:35:01+00:00,Need jasa cv pulsa tsel 40k bayar brp qris? #zonauang,neutral,9.955.808.520.317.070
2023-11-28 13:36:51+00:00,"Pake qris juga bisa kok, bang.",neutral,9.749.814.867.973.320
2023-11-28 13:40:15+00:00,"-rl guys gen ask, di spbu bisa bayar pake debit/ewallet/qris ga sih?",neutral,9.908.348.321.914.670
2023-11-28 13:40:18+00:00,Udah bisa pake qris guys,neutral,9.796.550.869.941.710
2023-11-28 13:44:13+00:00,"@tanyakanrl Diriku jg prnah https://t.co/71gsDsovZT lnjut naik angkot abis turun dri tj.Pas bgt angkotnya rame kebagian tmpat duduk yg dkat pintu.Pas di jalan lngsung nyari dompet &amp  sadar klo ketinggalan di kantor.Udh nyampe tujuan,turun angkot lsg acting mo naik.Pura tnya bsa bayar qris ga""",neutral,39.476.895.332.336.400
2023-11-28 13:44:15+00:00,"@tanyakanrl Pake qris aja wkwkw, atau pinjem orang sebelah dulu klo berani",neutral,9.691.126.346.588.130
2023-11-28 13:46:24+00:00,di nangor ada tukang sayur yg bs pake qris ga sih yg buka pago dan murah pad!,positive,8.660.020.232.200.620
2023-11-28 13:56:40+00:00,"@tanyakanrl jujur kerasa paniknya sampe sini😭 soalnya gue pernah hampir naik angkot ga bawa cash, krna biasa naik bus pake qris atau etoll, pas mau naek oh iya ga bawa, akhirnya nyari alfamart buat tarik tunai dulu😭  btw sender jdinya gimana? udh lewat 3 jam ga diculik kan?😭",negative,8.711.081.147.193.900
2023-11-28 14:02:45+00:00,"Bisa pake qris aja gak, bang? Sa ya orangnya cashless banget.",positive,9.282.635.450.363.150
2023-11-28 14:13:44+00:00,"hbo go, vsco, prime vidio, netflix, canva pro superrr satset gercep yaah! canvanyaa bisa pake email sendiri &amp  boleeeh login tv yaah🫰🏻 paynyaa kl mw qris gkpapap bgttt #zonauang  t. My Demon Song Kang https://t.co/fidw3fYtY1",neutral,8.030.310.273.170.470
2023-11-28 14:14:30+00:00,Kita memasuki generasi uang cash ga ada dan bayar apa2 pake qris.  Menyindir diri sendiri wkwkkw,negative,9.961.473.941.802.970
2023-11-28 14:17:44+00:00,"Baru aja terjadi sama gua, gua bukan naik angkot tapi bayar parkir motor abis makan mi ayam, gua pede banget masih ada 5rebu gua mau keluar gada anjir gua cari-cari 😭😭😭, alhasil gua balik lagi ke kang mi ayamnya minta duit 10k gua tf lewat qris 😭😭😭",neutral,4.724.012.315.273.280
2023-11-28 14:21:19+00:00,-ness seblak cageur itu dimana ya? sama bisa pake qris ga?,neutral,9.899.215.698.242.180
2023-11-28 14:22:32+00:00,"@infoXwor_ Harusnya biar nggak ketipu lagi, paralon tato qris di tubuhnya aja yah... Jadi klo mau pake scan di tempat, baru pake...",neutral,9.271.522.164.344.780
2023-11-28 14:25:01+00:00,"[ 396 #ZonaUang ]  @woirding siap merangkai kata untuk kamu! Kamu bisa bayar via all e-wallets (QRIS) dan dapet wording yang jadinya paling lama sehari dengan harga affordable, ada bundle, dan free request. Get 'em now selagi masih open! 🌷🌬️ https://t.co/kClmpRysnd",neutral,931.993.305.683.136
2023-11-28 14:47:28+00:00,@teokjinni @tanyakanrl @puurpleeezy lu bayangin naek angkot pake qris ajg wkwkw,negative,9.809.153.079.986.570
2023-11-28 14:48:53+00:00,"@dodokyom @xaaqynh @yoshikyubaby @Myldaria @jhobahobi @tanyakanrl sama, ampir tiap minggu beli minum guardian 2,5k bisa pake qris",neutral,957.426.905.632.019
2023-11-28 14:51:41+00:00,// eh pernah ga km ke minimarket nunggu kembalian dr mba mbanya pdhl bayar pake QRIS😅😅,neutral,9.814.819.097.518.920
2023-11-28 14:53:10+00:00,@bittercvp Nda hebat. Warung daeng di smr bisa pake qris,positive,6.096.121.668.815.610
2023-11-28 14:56:59+00:00,"pernah bgt begini tapi kebalikannya. krn naik trans bms gabisa cash hrs qris tapi waktu itu blm sempet topup, jdinya panik bgt. untungnya dibolehin masuk &amp  ga bayar😭 wlopun gaenak bgt sama bapak kondekturnya😭",negative,9.403.519.630.432.120
2023-11-28 15:02:53+00:00,@Pikypaw @tanyakanrl Pake qris tu gimana? Emang org yg dipinjemin punya barcodenya?😭,neutral,6.279.373.168.945.310
2023-11-28 15:05:25+00:00,"need jasa tf 4k dari spay ke dana , yg bs payment pake qris, sekalian drop fee #zonajajan #zonauang",neutral,992.010.235.786.438
2023-11-28 15:12:17+00:00,"@IroniTawa ㅤㅤ  KOK DIUMPETIN? ☝🏻😠 Kalau begitu, nanti akunya bayar pakai QRIS aja, wleek!  ㅤㅤ",negative,97.797.030.210.495
2023-11-28 15:13:22+00:00,bs ga bikin qris ga pake ktp #zonauang,neutral,9.758.787.751.197.810
2023-11-28 15:17:53+00:00,"@ecilaceh @undipmenfess aku pernah mam di sambal gami, bpk 5050 dtg. Posisi g bawa cash, minta maaf sambil nanya apa bisa tf/qris bwt parkir. Eh diomelin sambil nyuruh nuker ke kasir. mas sambal gami sampe heran udah mba ga usah bayar parkir gpp"" tp aku ttp tuker qris ke tunai soalnya bapaknya nyebelin""",negative,7.838.377.356.529.230
2023-11-28 15:18:04+00:00,@iimeff itu ketakutan dan kewaspadaan gw selama pake qris👍🏻,negative,7.963.284.254.074.090
2023-11-28 15:20:57+00:00,"@teokjinni @tanyakanrl Iyaa kek skrg2 tuh jarang bgt pegang cash, untungnya tiap mampir2 jajan atau apa gtu mereka sll bisa pake qris atau ga tf bank😭",neutral,8.829.760.551.452.630
2023-11-28 15:30:32+00:00,@tanyakanrl Coba tnya bisa pake qris ga,neutral,9.953.203.797.340.390
2023-11-28 15:38:10+00:00,"aku pernah begini pas mau beli nasi deket kampus wkwkw. trs randomly ke mbak-mbak yg beli, sksd aja mbak, ada duit 10k gak nanti aku ganti pake e wallet/transfer bank? aku mau bayar tp ternyata gabisa qris mbak"" trs untungnya mau, dan aku gantiin 15k apa brp gt dulu""",neutral,6.034.910.082.817.070
2023-11-28 15:41:44+00:00,Baru tau beli saldo steam di coda shop bisa bayar pake qris. Mantap. 💸💸💸,neutral,616.187.572.479.248
2023-11-28 16:12:47+00:00,"transaksi sama temen2 pake bca, belanja pake qris livin (soalnya di indomaret baru bisa qris livin), topup e-wallet make seabank, nabung di maybank karena syariah jd gaada biaya admin bulanan&lt 3",neutral,9.384.134.411.811.820
2023-11-28 16:15:34+00:00,"Gue sering bangett pergi sendiri tapi klupaan bawa cash terus kudu bayar parkir😭 kemaren tuh pas di stasiun gue ga inget samsek kalo ga punya cash pas mau bayar parkir panik qris lagi ga bisa akhirnya gue nepi dulu terus keinget gue punya tapcash, untung bisa pake tapcas😭😭",neutral,682.186.484.336.853
2023-11-28 16:24:52+00:00,REAAL mau pake QRIS ajaa aku mikir2 jdinya😭 akhirnya milih pake cash aja biar ga terlalu kepikiran😭,neutral,5.477.607.250.213.620
2023-11-28 16:26:14+00:00,"@lalalip0p @tanyakanrl bayar pake qris ya pak""""",neutral,9.535.233.974.456.780
2023-11-28 16:29:23+00:00,"@teokjinni @tanyakanrl Sejak ada opsi qris udah jarang banget pake cash tapi sayangnya masih byk yg belum bisa pake qris. Padahal enak bgt, praktis.",positive,9.966.367.483.139.030
2023-11-28 16:35:49+00:00,need spo prem indplan yang fast ya no bf bisa pake akun sendiri. via qris #zonaba #zonauang #zonajajan,neutral,9.954.831.600.189.200
2023-11-28 16:49:25+00:00,"pernah gini tp pas di angkringan di skh, di skh kek yg jual pake qris mustahil ada, ya itu sekali mas raono duit ki ono qris ra?"", mas e gek njupuk qr code e wokwokwok""",negative,9.882.494.211.196.890
2023-11-28 16:55:51+00:00,"gue jg gapegang cash ke bawah beli makan cm bawa hp doang. eh yaudah gue ngide ke abang batagor bayar batagotnya pake qris lebihin goceng ntr abangnya ngasih cash goceng ke gue wkwkwkwk. abangnya gamudeng jir tdnya trus sm bang cilok sblhnya dibilangin tarik tunai goceng"" 😆""",negative,8.860.383.629.798.880
2023-11-28 17:41:29+00:00,"pernah beli bakso, posisinya udah setengah makan baru sadar pas liatin gerobaknya KOK gaada logo qris, panik bgt, trs denial oh mungkin di hp qrisnya, trs keringet dingin beraniin buat nanya  bang... ini bayarnya bisa pake qris ga ya?"" ""waduhh gabisa kak""  JEDER""",negative,9.741.655.588.150.020
